[1] 0.9920139
[1] 0.9917957
[1] 0.9388759
[1] 0.9503133
[1] 0.9801874
[1] 0.9756091
[1] 0.9929013
[1] 0.8948394
[1] 0.9919977
[1] 0.9928567
[1] 0.9348619
[1] 0.9775703
[1] 0.9910241
[1] 0.9917109
[1] 0.9470323
[1] 0.9339476
[1] 0.9849547
[1] 0.9897146
[1] 0.9892825
[1] 0.9862373
[1] 0.9273422
[1] 0.9897783
[1] 0.9251134
[1] 0.989155
[1] 0.990163
[1] 0.9911122
[1] 0.929499
[1] 0.9409055
[1] 0.9320019
[1] 0.9438207
[1] 0.9197299
[1] 0.8953601
[1] 0.9182393
[1] 0.9367381
[1] 0.9240889
[1] 0.9703829
[1] 0.9303545
[1] 0.9798127
[1] 0.9195719
[1] 0.928682
[1] 0.9229168
[1] 0.9157136
[1] 0.9862134
[1] 0.9202139
[1] 0.9185916
[1] 0.9462232
[1] 0.9915638
[1] 0.9813876
[1] 0.9184819
[1] 0.9793808
[1] 0.9887284
[1] 0.9832344
[1] 0.9479472
[1] 0.8764284
[1] 0.9502599
[1] 0.9865728
[1] 0.8998377
[1] 0.9641283
[1] 0.9327875
[1] 0.9226669
[1] 0.9936792
[1] 0.9733538
[1] 0.9870023
[1] 0.9898122
[1] 0.9032986
[1] 0.9903486
[1] 0.8969706
[1] 0.9436769
[1] 0.9134547
[1] 0.9334863
[1] 0.8705606
[1] 0.9789581
[1] 0.9734696
[1] 0.993145
[1] 0.930343
[1] 0.9403354
[1] 0.9614934
[1] 0.9777486
[1] 0.9373477
[1] 0.9414128
[1] 0.9391285
[1] 0.9885461
[1] 0.9021386
[1] 0.9899972
[1] 0.9925296
[1] 0.9775757
[1] 0.9804946
[1] 0.9185598
[1] 0.9886014
[1] 0.9784287
[1] 0.9727061
[1] 0.9841424
[1] 0.9354026
[1] 0.9834944
[1] 0.9271357
[1] 0.9613767
[1] 0.9460562
[1] 0.9915496
[1] 0.9909429
[1] 0.9443145
