[1] 0.979773
[1] 0.9230591
[1] 0.9383664
[1] 0.9816809
[1] 0.9237163
[1] 0.8518601
[1] 0.9718862
[1] 0.9190206
[1] 0.888176
[1] 0.9814974
[1] 0.9431807
[1] 0.9518748
[1] 0.9733808
[1] 0.9478829
[1] 0.8546356
[1] 0.992391
[1] 0.9177272
[1] 0.9612926
[1] 0.9516607
[1] 0.8708627
[1] 0.980261
[1] 0.958157
[1] 0.9858282
[1] 0.9825537
[1] 0.9319385
[1] 0.9837698
[1] 0.9748577
[1] 0.9521687
[1] 0.9512802
[1] 0.9497029
[1] 0.9770364
[1] 0.9628903
[1] 0.9852582
[1] 0.8902228
[1] 0.983086
[1] 0.9816416
[1] 0.992583
[1] 0.9708586
[1] 0.8510345
[1] 0.9845401
[1] 0.8409974
[1] 0.9836007
[1] 0.9804814
[1] 0.9834663
[1] 0.9192558
[1] 0.9849002
[1] 0.9534978
[1] 0.9801016
[1] 0.9269484
[1] 0.9824307
[1] 0.973424
[1] 0.9855562
[1] 0.9445922
[1] 0.9278123
[1] 0.9845872
[1] 0.9823769
[1] 0.9828364
[1] 0.9776761
[1] 0.9525663
[1] 0.9806695
[1] 0.9855829
[1] 0.9730226
[1] 0.9843922
[1] 0.9166827
[1] 0.9244195
[1] 0.9797588
[1] 0.9771852
[1] 0.9641336
[1] 0.9537463
[1] 0.9709586
[1] 0.9924713
[1] 0.9660093
[1] 0.9482243
[1] 0.989031
[1] 0.9490707
[1] 0.9612598
[1] 0.9822263
[1] 0.9747526
[1] 0.9746847
[1] 0.949545
[1] 0.9661983
[1] 0.9856294
[1] 0.9216021
[1] 0.9452519
[1] 0.9929888
[1] 0.9315098
[1] 0.9618203
[1] 0.9312865
[1] 0.9591687
[1] 0.9533665
[1] 0.9885468
[1] 0.9737642
[1] 0.9788138
[1] 0.9797308
[1] 0.9851152
[1] 0.9708976
[1] 0.9615753
[1] 0.9767115
[1] 0.9661801
[1] 0.9725324
