[1] [1] 0.9447226
99 Levels: [1] 0.9010351 [1] 0.9315389 [1] 0.9414198 [1] 0.9440826 [1] 0.9447226 ... [1] 0.988218
[1] [1] 1
Levels: [1] 1
462
[1] 0.9703937
[1] 0.9440826
[1] 0.9761868
[1] 0.9817585
[1] 0.9315389
[1] 0.9745639
[1] 0.9811524
[1] 0.9683749
[1] 0.9747941
[1] 0.9794946
[1] 0.9750159
[1] 0.9686527
[1] 0.9748311
[1] 0.9824911
[1] 0.9674105
[1] 0.9712939
[1] 0.9682649
[1] 0.9841896
[1] 0.9714129
[1] 0.9653452
[1] 0.9721178
[1] 0.9414198
[1] 0.9696193
[1] 0.9789572
[1] 0.9612134
[1] 0.9660351
[1] 0.988218
[1] 0.9501304
[1] 0.983066
[1] 0.9802153
[1] 0.977775
[1] 0.9778661
[1] 0.9447226
[1] 0.9729731
[1] 0.971379
[1] 0.9716612
[1] 0.9721859
[1] 0.9706641
[1] 0.9764009
[1] 0.9513876
[1] 0.9762364
[1] 0.9699374
[1] 0.9630728
[1] 0.9636181
[1] 0.9577774
[1] 0.9748426
[1] 0.9736228
[1] 0.9825566
[1] 0.9691009
[1] 0.9746589
[1] 0.9860419
[1] 0.9605601
[1] 0.9863453
[1] 0.9709417
[1] 0.9822219
[1] 0.9789507
[1] 0.9830229
[1] 0.9723151
[1] 0.9839357
[1] 0.9778526
[1] 0.9785307
[1] 0.9755492
[1] 0.9769644
[1] 0.971694
[1] 0.9661513
[1] 0.9686069
[1] 0.9805261
[1] 0.9774223
[1] 0.9751564
[1] 0.9745719
[1] 0.9712007
[1] 0.9590844
[1] 0.9711968
[1] 0.9448591
[1] 0.9791292
[1] 0.9866832
[1] 0.9743626
[1] 0.9701551
[1] 0.9723926
[1] 0.9497892
[1] 0.979732
[1] 0.9808532
[1] 0.9712459
[1] 0.9834362
[1] 0.973166
[1] 0.9715729
[1] 0.9818301
[1] 0.9800829
[1] 0.9753608
[1] 0.9712427
