Raw value,Corresponding cumulative value,Corresponding Cloglog value,Fractional area,Training omission,Test omission
1.37027E-7,0.000013703,0.000884518,1,0,0
2.08025E-7,0.000034505,0.001342509,0.999900279,0,0
2.27911E-7,0.000057296,0.001470755,0.999800558,0,0
2.63217E-7,0.00010797,0.001698398,0.999601117,0,0
3.93805E-7,0.000272701,0.00253994,0.999102513,0,0
5.95508E-7,0.000539488,0.003838365,0.998603909,0,0
9.71159E-7,0.001037516,0.006252057,0.998005584,0,0
1.14183E-6,0.002559677,0.007346732,0.996609493,0,0
1.26585E-6,0.005052506,0.008141476,0.994515357,0,0
1.40281E-6,0.010121904,0.009018317,0.990725967,0,0
1.81961E-6,0.025121002,0.011682152,0.981352214,0,0
2.28852E-6,0.05008199,0.014670421,0.969285999,0,0
2.96297E-6,0.10013516,0.018952747,0.950039888,0,0
4.1731E-6,0.200230198,0.026589686,0.921918628,0,0
5.14867E-6,0.300273564,0.032703062,0.90047866,0,0
5.96621E-6,0.40006475,0.037796591,0.882429198,0,0
6.77172E-6,0.500277863,0.042788901,0.866773036,0,0
7.32197E-6,0.600587587,0.046184307,0.852612684,0,0
7.91589E-6,0.70051853,0.049835637,0.839549262,0,0
8.18908E-6,0.750372667,0.051510487,0.833366574,0,0
8.42742E-6,0.800252933,0.052969273,0.827383327,0,0
8.97061E-6,0.900235277,0.056285523,0.815915437,0,0
9.54518E-6,1.000572882,0.05978074,0.805145592,0,0
1.02848E-5,1.100881466,0.064261095,0.795073793,0,0
1.07801E-5,1.200859658,0.067249056,0.785600319,0,0
1.12642E-5,1.300301281,0.070160749,0.776625449,0,0
1.19448E-5,1.401143593,0.074238354,0.767949741,0,0
1.26477E-5,1.500786674,0.078431609,0.759872357,0,0
1.42464E-5,1.750337666,0.087897015,0.741424013,0,0
1.59587E-5,2.000763972,0.097927181,0.724870363,0,0
1.76964E-5,2.250939484,0.107994089,0.710011966,0,0
1.92415E-5,2.501894465,0.116850291,0.69644994,0,0
2.08556E-5,2.750401558,0.126007918,0.684084563,0,0
2.23368E-5,3.001811955,0.134328155,0.672516953,0,0
2.41135E-5,3.252235241,0.144204092,0.661747108,0,0
2.61466E-5,3.500675797,0.15536702,0.651874751,0,0
2.81209E-5,3.750091424,0.166067728,0.642700439,0,0
3.06454E-5,4.002924308,0.179553166,0.634124452,0,0
3.27922E-5,4.250715109,0.190848981,0.626346231,0,0
3.49158E-5,4.500700681,0.201870384,0.618966893,0,0
3.72793E-5,4.753429555,0.213959698,0.611986438,0,0
3.95359E-5,5.003331331,0.225331912,0.605504587,0,0
4.16611E-5,5.250984278,0.235890882,0.599421619,0,0
4.35484E-5,5.502156583,0.245147349,0.593538093,0,0
4.59077E-5,5.753322931,0.256561219,0.58795373,0,0
4.80673E-5,6.001745012,0.266857954,0.582668528,0,0
5.07155E-5,6.253112407,0.279289451,0.577582768,0,0
5.30831E-5,6.502919957,0.29022521,0.572796171,0,0
5.57075E-5,6.752916906,0.302153298,0.568209015,0,0
5.81864E-5,7.003986056,0.313235718,0.5638213,0,0
6.01019E-5,7.252926813,0.32167863,0.559633028,0,0
6.24728E-5,7.503825631,0.331985409,0.555544475,0,0
6.47081E-5,7.751521292,0.341559346,0.551655365,0,0
6.6512E-5,8.001511423,0.349185262,0.547865975,0,0
6.89919E-5,8.252026793,0.359525256,0.544176306,0,0
7.08167E-5,8.503469048,0.36702828,0.540586358,0,0
7.28144E-5,8.755130091,0.37514217,0.537096131,0,0
7.42968E-5,9.005419118,0.381095446,0.533705624,0.035714286,0
