x,y,species max
1.0,1.0,0.64288664
2.0,2.0,0.79169756
3.0,3.0,0.61580366
4.0,4.0,0.5604867
5.0,5.0,0.9259702
6.0,6.0,0.10814033
7.0,7.0,0.023523951
8.0,8.0,0.1387495
9.0,9.0,0.63159204
10.0,10.0,0.53280914
11.0,11.0,0.098725885
12.0,12.0,0.025254441
13.0,13.0,0.05627354
14.0,14.0,0.66716266
15.0,15.0,0.09568841
16.0,16.0,0.6210582
17.0,17.0,0.62666684
18.0,18.0,0.7012711
19.0,19.0,0.05707831
20.0,20.0,0.023428433
21.0,21.0,0.017834792
22.0,22.0,0.5570999
23.0,23.0,0.66894007
24.0,24.0,0.05658803
25.0,25.0,0.7081329
26.0,26.0,0.67022103
27.0,27.0,0.05123032
28.0,28.0,0.41811267
29.0,29.0,0.03981815
30.0,30.0,0.42867783
31.0,31.0,0.19874588
32.0,32.0,0.92461056
33.0,33.0,0.6529032
34.0,34.0,0.9273845
35.0,35.0,0.10397125
36.0,36.0,0.027039541
37.0,37.0,0.5102637
38.0,38.0,0.08184207
39.0,39.0,0.022643156
40.0,40.0,0.43541145
41.0,41.0,0.613953
42.0,42.0,0.80545336
43.0,43.0,0.025084408
44.0,44.0,0.82860595
45.0,45.0,0.70128804
46.0,46.0,0.41281837
47.0,47.0,0.65860265
48.0,48.0,0.024510749
49.0,49.0,0.04935636
50.0,50.0,0.06117316
51.0,51.0,0.12720633
52.0,52.0,0.5504663
53.0,53.0,0.6393726
54.0,54.0,0.07879428
55.0,55.0,0.07089378
56.0,56.0,0.026613142
57.0,57.0,0.2831229
58.0,58.0,0.026790248
59.0,59.0,0.2902504
60.0,60.0,0.07117962
61.0,61.0,0.89504963
62.0,62.0,0.30830765
63.0,63.0,0.69798124
64.0,64.0,0.14771074
65.0,65.0,0.09260104
66.0,66.0,0.8367633
67.0,67.0,0.66532516
68.0,68.0,0.18074165
69.0,69.0,0.8045775
70.0,70.0,0.018357662
71.0,71.0,0.03665471
72.0,72.0,0.040203743
73.0,73.0,0.059433382
74.0,74.0,0.6688893
75.0,75.0,0.6227233
76.0,76.0,0.64706445
77.0,77.0,0.6363571
78.0,78.0,0.7854582
79.0,79.0,0.5722914
