x,y,species cloglog values
1.0,1.0,0.8294934
2.0,2.0,0.5410196
3.0,3.0,0.6843753
4.0,4.0,0.005261905
5.0,5.0,0.59787476
6.0,6.0,0.041736435
7.0,7.0,0.42284328
8.0,8.0,0.8719392
9.0,9.0,0.52880317
10.0,10.0,0.8696576
11.0,11.0,0.63965654
12.0,12.0,0.5298191
13.0,13.0,0.05934227
14.0,14.0,0.6015993
15.0,15.0,0.66592026
16.0,16.0,0.62137115
17.0,17.0,0.29669493
18.0,18.0,0.008806677
19.0,19.0,0.83399606
20.0,20.0,0.6517683
21.0,21.0,0.7673873
22.0,22.0,0.6006605
23.0,23.0,0.47486487
24.0,24.0,0.09441317
25.0,25.0,0.84234655
26.0,26.0,0.62421286
27.0,27.0,0.87603605
28.0,28.0,0.028333116
29.0,29.0,0.45099893
30.0,30.0,0.19813715
31.0,31.0,0.48668745
32.0,32.0,0.1161396
33.0,33.0,0.5690389
34.0,34.0,0.52389616
35.0,35.0,0.082317926
36.0,36.0,0.29678506
37.0,37.0,0.90470827
38.0,38.0,0.6544971
39.0,39.0,0.024773566
40.0,40.0,0.027395539
41.0,41.0,0.06858454
42.0,42.0,0.4107028
43.0,43.0,0.65057695
44.0,44.0,0.4428692
45.0,45.0,0.051053867
46.0,46.0,0.67969334
47.0,47.0,0.709933
48.0,48.0,0.04217342
49.0,49.0,0.6181191
50.0,50.0,0.18412659
51.0,51.0,0.5635451
52.0,52.0,0.22957496
53.0,53.0,0.052098967
54.0,54.0,0.38643888
55.0,55.0,0.6944175
56.0,56.0,0.049148265
57.0,57.0,0.9492268
58.0,58.0,0.041484606
59.0,59.0,0.039857298
60.0,60.0,0.6664814
61.0,61.0,0.6912618
62.0,62.0,0.6069249
63.0,63.0,0.39805278
64.0,64.0,0.6589271
65.0,65.0,0.66844255
66.0,66.0,0.29154646
67.0,67.0,0.6207439
68.0,68.0,0.02049716
69.0,69.0,0.6865014
70.0,70.0,0.19765171
71.0,71.0,0.02542567
72.0,72.0,0.5096399
73.0,73.0,0.9607661
74.0,74.0,0.42376992
75.0,75.0,0.4379179
76.0,76.0,0.6522389
77.0,77.0,0.014935364
78.0,78.0,0.58073384
79.0,79.0,0.018167261
80.0,80.0,0.025073126
81.0,81.0,0.59756684
82.0,82.0,0.74844086
83.0,83.0,0.06616083
84.0,84.0,0.027701637
85.0,85.0,0.34077114
86.0,86.0,0.2135375
87.0,87.0,0.24252658
88.0,88.0,0.009054578
89.0,89.0,0.0427889
90.0,90.0,0.025013177
91.0,91.0,0.40183735
92.0,92.0,0.029105106
93.0,93.0,0.108869135
94.0,94.0,0.7774065
95.0,95.0,0.09067706
96.0,96.0,0.006811914
97.0,97.0,0.028003754
98.0,98.0,0.77581924
99.0,99.0,0.772891
100.0,100.0,0.043339685
101.0,101.0,0.5122917
102.0,102.0,0.15488426
103.0,103.0,0.77761656
104.0,104.0,0.69805944
105.0,105.0,0.11126699
106.0,106.0,0.010723668
107.0,107.0,0.04397872
108.0,108.0,0.66765016
109.0,109.0,0.018833052
110.0,110.0,0.56045896
111.0,111.0,0.5440425
112.0,112.0,0.009409148
113.0,113.0,0.14170429
114.0,114.0,0.038505774
115.0,115.0,0.046618316
116.0,116.0,0.022858422
117.0,117.0,0.006252057
118.0,118.0,0.6246777
119.0,119.0,0.63171077
120.0,120.0,0.5909992
121.0,121.0,0.5855687
122.0,122.0,0.2304389
123.0,123.0,0.048021372
124.0,124.0,0.50740075
125.0,125.0,0.04710628
126.0,126.0,0.68254954
127.0,127.0,0.055854738
128.0,128.0,0.56099844
129.0,129.0,0.67060995
130.0,130.0,0.53466076
131.0,131.0,0.6232626
132.0,132.0,0.5682515
133.0,133.0,0.04608735
134.0,134.0,0.28507286
135.0,135.0,0.009905262
136.0,136.0,0.2094476
137.0,137.0,0.008595619
138.0,138.0,0.596391
139.0,139.0,0.029035488
140.0,140.0,0.6374306
141.0,141.0,0.046648636
142.0,142.0,0.5384499
143.0,143.0,0.8299931
144.0,144.0,0.118127234
145.0,145.0,0.5208472
146.0,146.0,0.8450034
147.0,147.0,0.024106713
148.0,148.0,0.025382446
149.0,149.0,0.2611593
150.0,150.0,0.08805076
151.0,151.0,0.14289738
152.0,152.0,0.6058221
153.0,153.0,0.54232395
154.0,154.0,0.10231237
155.0,155.0,0.6216555
156.0,156.0,0.62710583
157.0,157.0,0.018625516
158.0,158.0,0.59065974
159.0,159.0,0.18471001
160.0,160.0,0.26707062
161.0,161.0,0.076886036
162.0,162.0,0.009630334
163.0,163.0,0.025430167
164.0,164.0,0.06598459
165.0,165.0,0.13230883
166.0,166.0,0.675001
167.0,167.0,0.13594925
168.0,168.0,0.64467806
169.0,169.0,0.6669664
170.0,170.0,0.029165003
171.0,171.0,0.5336387
172.0,172.0,0.6429738
173.0,173.0,0.3021533
174.0,174.0,0.1497796
175.0,175.0,0.5533909
176.0,176.0,0.57672054
177.0,177.0,0.77314293
178.0,178.0,0.5649172
179.0,179.0,0.73322934
180.0,180.0,0.7103114
181.0,181.0,0.59150815
182.0,182.0,0.27459422
183.0,183.0,0.5413115
184.0,184.0,0.7214991
185.0,185.0,0.08934852
186.0,186.0,0.024829807
187.0,187.0,0.39116454
188.0,188.0,0.034598116
189.0,189.0,0.14202562
190.0,190.0,0.62024844
191.0,191.0,0.4904511
192.0,192.0,0.9516018
193.0,193.0,0.08255592
194.0,194.0,0.77824455
195.0,195.0,0.02401536
196.0,196.0,0.5025317
197.0,197.0,0.8546278
198.0,198.0,0.75978446
199.0,199.0,0.56885844
200.0,200.0,0.047908574
201.0,201.0,0.11396138
202.0,202.0,0.02603642
203.0,203.0,0.06156078
204.0,204.0,0.8098537
205.0,205.0,0.5048203
206.0,206.0,0.36899883
207.0,207.0,0.00939531
208.0,208.0,0.8706295
209.0,209.0,0.7122691
210.0,210.0,0.2434465
211.0,211.0,0.010979686
212.0,212.0,0.041521743
213.0,213.0,0.26270086
214.0,214.0,0.011679228
215.0,215.0,0.01641968
216.0,216.0,0.69107527
217.0,217.0,0.5862103
218.0,218.0,0.22570439
219.0,219.0,0.019443782
220.0,220.0,0.9680201
221.0,221.0,0.031223658
222.0,222.0,0.40698737
223.0,223.0,0.404528
224.0,224.0,0.70590365
225.0,225.0,0.63126796
226.0,226.0,0.6739734
227.0,227.0,0.2807003
228.0,228.0,0.069456205
229.0,229.0,0.046637587
230.0,230.0,0.56227696
231.0,231.0,0.1049068
232.0,232.0,0.23530382
233.0,233.0,0.027858768
234.0,234.0,0.043620355
235.0,235.0,0.630358
236.0,236.0,0.60618263
237.0,237.0,0.2666235
238.0,238.0,0.052067023
239.0,239.0,0.6076095
240.0,240.0,0.09763604
241.0,241.0,0.020422565
242.0,242.0,0.69347876
243.0,243.0,0.34357953
244.0,244.0,0.075504266
245.0,245.0,0.93030095
246.0,246.0,0.52001655
247.0,247.0,0.0827535
248.0,248.0,0.6729821
249.0,249.0,0.5119141
250.0,250.0,0.071913734
251.0,251.0,0.045172554
252.0,252.0,0.015731884
253.0,253.0,0.04181235
254.0,254.0,0.5483455
255.0,255.0,0.6476462
256.0,256.0,0.12584107
257.0,257.0,0.06273365
258.0,258.0,0.007926708
259.0,259.0,0.023078702
260.0,260.0,0.14334983
261.0,261.0,0.39154822
262.0,262.0,0.0493432
263.0,263.0,0.6953466
264.0,264.0,0.22342555
265.0,265.0,0.19474919
266.0,266.0,0.6315698
267.0,267.0,0.02405702
268.0,268.0,0.14150359
269.0,269.0,0.56807756
270.0,270.0,0.6162576
271.0,271.0,0.7110328
272.0,272.0,0.23182465
273.0,273.0,0.03492121
274.0,274.0,0.62174064
275.0,275.0,0.4900517
276.0,276.0,0.599241
277.0,277.0,0.09069512
278.0,278.0,0.417473
279.0,279.0,0.6438849
280.0,280.0,0.58311546
281.0,281.0,0.6115647
282.0,282.0,0.2220739
283.0,283.0,0.19390823
284.0,284.0,0.64680094
285.0,285.0,0.4170996
286.0,286.0,0.8477585
287.0,287.0,0.35433942
288.0,288.0,0.5510357
289.0,289.0,0.05134352
290.0,290.0,0.7937356
291.0,291.0,0.0548602
292.0,292.0,0.06880647
293.0,293.0,0.5385813
294.0,294.0,0.65679795
295.0,295.0,0.61756235
296.0,296.0,0.10826019
297.0,297.0,0.21113567
298.0,298.0,0.5832795
299.0,299.0,0.53148705
300.0,300.0,0.23863493
301.0,301.0,0.665297
302.0,302.0,0.62373513
303.0,303.0,0.4720301
304.0,304.0,0.72999346
305.0,305.0,0.636299
306.0,306.0,0.85684764
307.0,307.0,0.039566007
308.0,308.0,0.15899348
309.0,309.0,0.5332127
310.0,310.0,0.7996027
311.0,311.0,0.6092273
312.0,312.0,0.67368704
313.0,313.0,0.49118266
314.0,314.0,0.61739326
315.0,315.0,0.20227315
316.0,316.0,0.73072386
317.0,317.0,0.61279696
318.0,318.0,0.61922854
319.0,319.0,0.10889424
320.0,320.0,0.76271594
321.0,321.0,0.015667545
322.0,322.0,0.047978222
323.0,323.0,0.62752753
324.0,324.0,0.5850092
325.0,325.0,0.11471623
326.0,326.0,0.5619427
327.0,327.0,0.601195
328.0,328.0,0.28383708
329.0,329.0,0.09264135
330.0,330.0,0.54164
331.0,331.0,0.26395088
332.0,332.0,0.61222005
333.0,333.0,0.83875287
334.0,334.0,0.3076024
335.0,335.0,0.8846534
336.0,336.0,0.26685795
337.0,337.0,0.75515467
338.0,338.0,0.06789385
339.0,339.0,0.91441077
340.0,340.0,0.67189336
341.0,341.0,0.36556712
342.0,342.0,0.8327663
343.0,343.0,0.05897753
344.0,344.0,0.66563624
345.0,345.0,0.69006115
346.0,346.0,0.086037636
347.0,347.0,0.05012229
348.0,348.0,0.79250056
349.0,349.0,0.079550765
350.0,350.0,0.695227
351.0,351.0,0.61133224
352.0,352.0,0.2310314
353.0,353.0,0.1109192
354.0,354.0,0.08741941
355.0,355.0,0.06990722
356.0,356.0,0.046640173
357.0,357.0,0.0855487
358.0,358.0,0.65702677
359.0,359.0,0.626698
360.0,360.0,0.056823988
361.0,361.0,0.03510293
362.0,362.0,0.74047947
363.0,363.0,0.1212496
364.0,364.0,0.62235004
365.0,365.0,0.032136876
366.0,366.0,0.76001984
367.0,367.0,0.596139
368.0,368.0,0.67566484
369.0,369.0,0.03537951
370.0,370.0,0.81014574
371.0,371.0,0.08830226
372.0,372.0,0.16012572
373.0,373.0,0.03129422
374.0,374.0,0.656671
375.0,375.0,0.017004175
376.0,376.0,0.77006286
377.0,377.0,0.7162189
378.0,378.0,0.7971427
379.0,379.0,0.73954535
380.0,380.0,0.60866106
381.0,381.0,0.01933681
382.0,382.0,0.0665766
383.0,383.0,0.86460704
384.0,384.0,0.02612988
385.0,385.0,0.036787953
386.0,386.0,0.8552396
387.0,387.0,0.55741596
388.0,388.0,0.0766648
389.0,389.0,0.7148986
390.0,390.0,0.38317883
391.0,391.0,0.6850631
392.0,392.0,0.33812374
393.0,393.0,0.59030557
394.0,394.0,0.040301986
395.0,395.0,0.67675483
396.0,396.0,0.29445654
397.0,397.0,0.0266592
398.0,398.0,0.62162393
399.0,399.0,0.023262823
400.0,400.0,0.8713703
401.0,401.0,0.49027425
402.0,402.0,0.043103278
403.0,403.0,0.79847866
404.0,404.0,0.55916756
405.0,405.0,0.32207146
406.0,406.0,0.60048586
407.0,407.0,0.714835
408.0,408.0,0.4447833
409.0,409.0,0.048125926
410.0,410.0,0.5974283
411.0,411.0,0.38532984
412.0,412.0,0.20999342
413.0,413.0,0.04042548
414.0,414.0,0.096395224
415.0,415.0,0.50249416
416.0,416.0,0.66641104
417.0,417.0,0.89107203
418.0,418.0,0.34670973
419.0,419.0,0.03445208
420.0,420.0,0.11823808
421.0,421.0,0.6027256
422.0,422.0,0.69053066
423.0,423.0,0.5415094
424.0,424.0,0.17924888
425.0,425.0,0.19435276
426.0,426.0,0.2404363
427.0,427.0,0.7251739
428.0,428.0,0.40292162
429.0,429.0,0.035575196
430.0,430.0,0.122537725
431.0,431.0,0.6406132
432.0,432.0,0.59664476
433.0,433.0,0.5930145
434.0,434.0,0.7521067
435.0,435.0,0.05488304
436.0,436.0,0.053054024
437.0,437.0,0.1530844
438.0,438.0,0.06248016
439.0,439.0,0.65765303
440.0,440.0,0.022985067
441.0,441.0,0.6800287
442.0,442.0,0.5966696
443.0,443.0,0.4651558
444.0,444.0,0.42804092
445.0,445.0,0.008393117
446.0,446.0,0.84301984
447.0,447.0,0.8311586
448.0,448.0,0.29591087
449.0,449.0,0.11320867
450.0,450.0,0.36696944
451.0,451.0,0.031386398
452.0,452.0,0.27123305
453.0,453.0,0.11409294
454.0,454.0,0.10696647
455.0,455.0,0.06291314
