x,y,species median
1.0,1.0,0.092547424
2.0,2.0,0.048207063
3.0,3.0,0.022949098
4.0,4.0,0.26309168
5.0,5.0,0.455625
6.0,6.0,0.94813204
7.0,7.0,0.18234368
8.0,8.0,0.1658416
9.0,9.0,0.04320044
10.0,10.0,0.1271805
11.0,11.0,0.22424069
12.0,12.0,0.4516601
13.0,13.0,0.04130032
14.0,14.0,0.07280896
15.0,15.0,0.46351713
16.0,16.0,0.5546829
17.0,17.0,0.44366407
18.0,18.0,0.098663285
19.0,19.0,0.89342207
20.0,20.0,0.9081569
21.0,21.0,0.8615887
22.0,22.0,0.6441896
23.0,23.0,0.5660115
24.0,24.0,0.33475837
25.0,25.0,0.014824186
26.0,26.0,0.44614792
27.0,27.0,0.06911115
28.0,28.0,0.06907017
29.0,29.0,0.4711319
30.0,30.0,0.15601145
31.0,31.0,0.024127012
32.0,32.0,0.096622206
33.0,33.0,0.040838506
34.0,34.0,0.6551151
35.0,35.0,0.027670585
36.0,36.0,0.43827552
37.0,37.0,0.64751935
38.0,38.0,0.13220629
39.0,39.0,0.016386127
40.0,40.0,0.02000488
41.0,41.0,0.43868178
42.0,42.0,0.3309429
43.0,43.0,0.39900088
44.0,44.0,0.8752104
45.0,45.0,0.31400838
46.0,46.0,0.37240338
47.0,47.0,0.074954264
48.0,48.0,0.03360105
49.0,49.0,0.23844959
50.0,50.0,0.4624061
51.0,51.0,0.10300743
52.0,52.0,0.8001737
53.0,53.0,0.04838987
54.0,54.0,0.22841848
55.0,55.0,0.03644448
56.0,56.0,0.014713916
57.0,57.0,0.041399192
58.0,58.0,0.01927568
59.0,59.0,0.19738331
60.0,60.0,0.03188734
61.0,61.0,0.02484273
62.0,62.0,0.02224769
63.0,63.0,0.9862313
64.0,64.0,0.019074133
65.0,65.0,0.2882144
66.0,66.0,0.38366216
67.0,67.0,0.018258585
68.0,68.0,0.019709084
69.0,69.0,0.056910835
70.0,70.0,0.03183167
71.0,71.0,0.5666313
72.0,72.0,0.16783129
73.0,73.0,0.02928889
74.0,74.0,0.100856684
75.0,75.0,0.5781994
76.0,76.0,0.11194008
77.0,77.0,0.52518535
78.0,78.0,0.06622165
79.0,79.0,0.02400379
80.0,80.0,0.20436834
81.0,81.0,0.2404229
82.0,82.0,0.05029472
83.0,83.0,0.017109085
84.0,84.0,0.0298479
85.0,85.0,0.014824284
86.0,86.0,0.074348845
87.0,87.0,0.33321095
88.0,88.0,0.29016238
89.0,89.0,0.08800779
90.0,90.0,0.06298022
91.0,91.0,0.021213023
92.0,92.0,0.41281933
93.0,93.0,0.018734239
94.0,94.0,0.0844765
95.0,95.0,0.019152084
96.0,96.0,0.3777634
97.0,97.0,0.08602178
98.0,98.0,0.02791851
99.0,99.0,0.86039215
100.0,100.0,0.027214158
101.0,101.0,0.51039326
102.0,102.0,0.034178037
103.0,103.0,0.07184204
104.0,104.0,0.35835502
105.0,105.0,0.93630266
106.0,106.0,0.20520508
107.0,107.0,0.9899436
108.0,108.0,0.35507092
109.0,109.0,0.019951003
110.0,110.0,0.28465167
111.0,111.0,0.05047199
112.0,112.0,0.18974583
113.0,113.0,0.5811459
114.0,114.0,0.7180182
115.0,115.0,0.022092754
116.0,116.0,0.02983715
117.0,117.0,0.027260073
118.0,118.0,0.047221083
119.0,119.0,0.026401095
120.0,120.0,0.018086925
121.0,121.0,0.39653772
122.0,122.0,0.09189572
123.0,123.0,0.028222185
124.0,124.0,0.18084987
125.0,125.0,0.30005148
126.0,126.0,0.02683363
127.0,127.0,0.35845277
128.0,128.0,0.07662892
129.0,129.0,0.028602576
130.0,130.0,0.19928308
131.0,131.0,0.099384025
132.0,132.0,0.09392203
133.0,133.0,0.5649217
134.0,134.0,0.579066
135.0,135.0,0.08703866
136.0,136.0,0.017562103
137.0,137.0,0.043230455
138.0,138.0,0.39976153
139.0,139.0,0.1756329
140.0,140.0,0.37125745
141.0,141.0,0.035875898
142.0,142.0,0.7798791
143.0,143.0,0.03195114
144.0,144.0,0.01837978
145.0,145.0,0.0464489
146.0,146.0,0.07049625
147.0,147.0,0.015121131
148.0,148.0,0.06333733
149.0,149.0,0.01872066
150.0,150.0,0.061183244
151.0,151.0,0.071079746
152.0,152.0,0.54639745
153.0,153.0,0.033301502
154.0,154.0,0.09591049
155.0,155.0,0.017289823
156.0,156.0,0.24505049
157.0,157.0,0.10243797
158.0,158.0,0.6167961
159.0,159.0,0.3098542
160.0,160.0,0.014605136
161.0,161.0,0.4562222
162.0,162.0,0.8728966
163.0,163.0,0.30196398
164.0,164.0,0.017089348
165.0,165.0,0.063229896
166.0,166.0,0.025412861
167.0,167.0,0.62459826
168.0,168.0,0.02350093
169.0,169.0,0.21943334
170.0,170.0,0.014436953
171.0,171.0,0.19437407
172.0,172.0,0.020447142
173.0,173.0,0.12986538
174.0,174.0,0.027396727
175.0,175.0,0.81878066
176.0,176.0,0.6331943
177.0,177.0,0.13734238
178.0,178.0,0.25606015
179.0,179.0,0.6279282
180.0,180.0,0.18477923
181.0,181.0,0.051226992
182.0,182.0,0.46380994
183.0,183.0,0.113296844
184.0,184.0,0.35745054
185.0,185.0,0.020615455
186.0,186.0,0.9357146
187.0,187.0,0.031788893
188.0,188.0,0.046893883
189.0,189.0,0.031011252
190.0,190.0,0.046322938
191.0,191.0,0.2935885
192.0,192.0,0.15377928
193.0,193.0,0.023519496
194.0,194.0,0.059899166
195.0,195.0,0.068273045
196.0,196.0,0.34187105
197.0,197.0,0.52318776
