X,Y,Test or train,Raw prediction,Cumulative prediction,Cloglog prediction
1.0,1.0,train,6.463554405959399E-5,11.724163593174758,0.3360093855319273
2.0,2.0,train,1.1378427634500137E-4,31.38277328984023,0.5136664250968699
3.0,3.0,train,8.85361340869095E-5,21.849341075918158,0.42930781877609114
4.0,4.0,train,8.80648819239157E-5,21.584429894364554,0.42760145064351796
6.0,6.0,train,1.475139743021427E-4,38.97286770299078,0.6072371035656546
7.0,7.0,train,1.4077008491499018E-4,37.87879366205505,0.5900927753003251
8.0,8.0,train,3.5069897409691986E-4,93.64833518249168,0.8915853927875474
10.0,10.0,train,3.1140090205590467E-4,81.77734467689906,0.8609367391652718
11.0,11.0,train,1.954089564376428E-4,47.984675329538135,0.7100304924093606
13.0,13.0,train,6.608828060191306E-5,12.212031149637614,0.34209242728181743
14.0,14.0,train,1.9018186150274592E-4,47.09454222845099,0.7002672862336607
15.0,15.0,train,3.118829803923001E-4,81.9723193829833,0.8613608076409006
17.0,17.0,train,1.1463027891234357E-4,31.73346219945949,0.5162660554527008
18.0,18.0,train,2.584236920483387E-4,64.50821419433677,0.8054757454733877
19.0,19.0,train,3.489681239462584E-4,93.22411906681592,0.8903900304580951
20.0,20.0,train,2.4604919145438287E-4,61.61857245635668,0.7896120185780677
21.0,21.0,train,2.63421938640389E-4,66.02035738583032,0.8115389538218498
22.0,22.0,train,4.5588001847947174E-5,5.721290065327553,0.25084911612518535
25.0,25.0,train,1.7400761084471411E-4,43.90895094625513,0.6679251884429156
26.0,26.0,train,2.1026248079595753E-4,51.43192475541998,0.7360726575744756
27.0,27.0,train,1.9097133962805573E-4,47.26596490159474,0.7017626870249409
28.0,28.0,train,2.7847889264184735E-4,71.65587404864027,0.8286855739761776
29.0,29.0,train,3.4783081054705226E-4,92.8153231772335,0.8895974109752128
30.0,30.0,train,3.336688908513492E-4,89.20815522348866,0.8792340991792867
31.0,31.0,train,3.646676594596927E-4,96.67620070640102,0.900767393725291
32.0,32.0,train,2.806706625304702E-4,72.41923871057682,0.8310479343885204
33.0,33.0,train,3.3822463541664793E-4,90.50487504639777,0.8826698402288128
34.0,34.0,train,2.8984584139241993E-4,75.51844621480592,0.8405887586152929
16.0,16.0,test,2.3061742639706421E-4,58.19407012580147,0.7680043493546497
24.0,24.0,test,7.048899227941899E-5,13.648783250479777,0.3601815207943383
23.0,23.0,test,1.0192960692242339E-4,27.77920835677882,0.4757346464995762
5.0,5.0,test,1.0071457975094731E-4,27.41607175544118,0.4716834927864427
12.0,12.0,test,4.639865426121285E-5,5.933029838221963,0.25468670309170416
9.0,9.0,test,3.575362815928919E-4,95.27077984726417,0.8961812844351991
