x,y,species median
1.0,1.0,0.84894025
2.0,2.0,0.16753761
3.0,3.0,0.16320549
4.0,4.0,0.091413915
5.0,5.0,0.47643268
6.0,6.0,0.58862907
7.0,7.0,0.14885549
8.0,8.0,0.3815576
9.0,9.0,0.38959312
10.0,10.0,0.036695454
11.0,11.0,0.42154163
12.0,12.0,0.44124225
13.0,13.0,0.16383524
14.0,14.0,0.4748664
15.0,15.0,0.17513485
16.0,16.0,0.17558451
17.0,17.0,0.46168035
18.0,18.0,0.5382681
19.0,19.0,0.5615211
20.0,20.0,0.023147805
21.0,21.0,0.41064662
22.0,22.0,0.13882686
23.0,23.0,0.45245978
24.0,24.0,0.41565138
25.0,25.0,0.025321988
26.0,26.0,0.64187825
27.0,27.0,0.10248339
28.0,28.0,0.13737784
29.0,29.0,0.15631221
30.0,30.0,0.3946472
31.0,31.0,0.4201403
32.0,32.0,0.43773708
33.0,33.0,0.5068416
34.0,34.0,0.4786148
35.0,35.0,0.28833902
36.0,36.0,0.39692706
37.0,37.0,0.35427782
38.0,38.0,0.844641
39.0,39.0,0.018053155
40.0,40.0,0.645147
41.0,41.0,0.8829488
42.0,42.0,0.58853495
43.0,43.0,0.34414873
44.0,44.0,0.4559592
45.0,45.0,0.07300797
46.0,46.0,0.76511973
47.0,47.0,0.039628666
48.0,48.0,0.13132635
49.0,49.0,0.8342181
50.0,50.0,0.84065026
51.0,51.0,0.29942438
52.0,52.0,0.23116519
53.0,53.0,0.7208621
54.0,54.0,0.031013845
55.0,55.0,0.3762699
56.0,56.0,0.30614784
57.0,57.0,0.653589
58.0,58.0,0.15914641
59.0,59.0,0.28074756
60.0,60.0,0.8594172
61.0,61.0,0.5130626
62.0,62.0,0.6217718
63.0,63.0,0.70790285
64.0,64.0,0.67233956
65.0,65.0,0.12495347
66.0,66.0,0.18813264
67.0,67.0,0.24064143
68.0,68.0,0.38961297
69.0,69.0,0.026385956
70.0,70.0,0.12806073
71.0,71.0,0.16178772
72.0,72.0,0.8492585
73.0,73.0,0.57316774
74.0,74.0,0.22556205
75.0,75.0,0.45484215
76.0,76.0,0.55274737
77.0,77.0,0.880963
78.0,78.0,0.14941284
79.0,79.0,0.0683525
80.0,80.0,0.2786715
81.0,81.0,0.49345738
82.0,82.0,0.06569493
83.0,83.0,0.8489339
84.0,84.0,0.33041963
85.0,85.0,0.38807377
86.0,86.0,0.46882388
87.0,87.0,0.57561475
88.0,88.0,0.51272076
89.0,89.0,0.023651343
90.0,90.0,0.02319496
91.0,91.0,0.3232609
92.0,92.0,0.120413005
93.0,93.0,0.3637379
94.0,94.0,0.4224339
95.0,95.0,0.3368292
96.0,96.0,0.04727694
97.0,97.0,0.4007265
98.0,98.0,0.9173061
99.0,99.0,0.10935009
100.0,100.0,0.107529394
101.0,101.0,0.18840109
102.0,102.0,0.07315306
103.0,103.0,0.3626655
104.0,104.0,0.07624605
105.0,105.0,0.089161724
106.0,106.0,0.5495052
107.0,107.0,0.41939512
108.0,108.0,0.07813668
109.0,109.0,0.26242095
110.0,110.0,0.39156213
111.0,111.0,0.5036359
112.0,112.0,0.6014728
113.0,113.0,0.02023671
114.0,114.0,0.773721
115.0,115.0,0.31996235
116.0,116.0,0.10866093
117.0,117.0,0.1239665
118.0,118.0,0.14533433
119.0,119.0,0.21424206
