variable,x,y
ppt11,-146.18900032043433,0.12882891297340393
ppt11,-141.5863043090818,0.12882891297340393
ppt11,-136.98360829772926,0.12882891297340393
ppt11,-132.38091228637674,0.12882891297340393
ppt11,-127.77821627502419,0.12882891297340393
ppt11,-123.17552026367167,0.12882891297340393
ppt11,-118.57282425231914,0.12882891297340393
ppt11,-113.9701282409666,0.12882891297340393
ppt11,-109.36743222961407,0.12882891297340393
ppt11,-104.76473621826153,0.12882891297340393
ppt11,-100.162040206909,0.12882891297340393
ppt11,-95.55934419555646,0.12882891297340393
ppt11,-90.95664818420394,0.12882891297340393
ppt11,-86.3539521728514,0.12882891297340393
ppt11,-81.75125616149887,0.12882891297340393
ppt11,-77.14856015014634,0.12882891297340393
ppt11,-72.5458641387938,0.12882891297340393
ppt11,-67.94316812744128,0.12882891297340393
ppt11,-63.34047211608873,0.12882891297340393
ppt11,-58.73777610473621,0.12882891297340393
ppt11,-54.135080093383664,0.12882891297340393
ppt11,-49.53238408203114,0.12882891297340393
ppt11,-44.92968807067861,0.12882891297340393
ppt11,-40.326992059326074,0.12882891297340393
ppt11,-35.72429604797354,0.12882891297340393
ppt11,-31.121600036621018,0.12882891297340393
ppt11,-26.51890402526847,0.12882891297340393
ppt11,-21.91620801391595,0.12882891297340393
ppt11,-17.313512002563414,0.12882891297340393
ppt11,-12.710815991210893,0.12882891297340393
ppt11,-8.108119979858344,0.12882891297340393
ppt11,-3.505423968505795,0.12882891297340393
ppt11,1.0972720428467255,0.12882891297340393
ppt11,5.699968054199246,0.12882891297340393
ppt11,10.302664065551767,0.12882891297340393
ppt11,14.905360076904344,0.12882891297340393
ppt11,19.508056088256865,0.12882891297340393
ppt11,24.110752099609385,0.12882891297340393
ppt11,28.713448110961906,0.12882891297340393
ppt11,33.316144122314455,0.12882891297340393
ppt11,37.918840133667004,0.12882891297340393
ppt11,42.521536145019525,0.12882891297340393
ppt11,47.124232156372045,0.12990082800388336
ppt11,51.726928167724594,0.13316617906093597
ppt11,56.329624179077115,0.13650701940059662
ppt11,60.932320190429635,0.13992471992969513
ppt11,65.53501620178218,0.14342069625854492
ppt11,70.1377122131347,0.14699633419513702
ppt11,74.74040822448725,0.15065306425094604
ppt11,79.34310423583977,0.1543922871351242
ppt11,83.9458002471923,0.15821541845798492
ppt11,88.54849625854484,0.16212385892868042
ppt11,93.1511922698974,0.16611900925636292
ppt11,97.75388828124991,0.17020229995250702
ppt11,102.35658429260243,0.17437510192394257
ppt11,106.95928030395496,0.17863881587982178
ppt11,111.5619763153075,0.18299482762813568
ppt11,116.16467232666002,0.18744449317455292
ppt11,120.76736833801255,0.19198918342590332
ppt11,125.37006434936512,0.19663019478321075
ppt11,129.97276036071764,0.20136888325214386
ppt11,134.57545637207016,0.2062065154314041
ppt11,139.17815238342274,0.211144357919693
ppt11,143.78084839477526,0.21618367731571198
ppt11,148.38354440612778,0.22132563591003418
ppt11,152.9862404174803,0.22657142579555511
ppt11,157.58893642883282,0.2319221943616867
ppt11,162.19163244018534,0.2373790144920349
ppt11,166.79432845153787,0.2429429143667221
ppt11,171.39702446289039,0.24861490726470947
ppt11,175.99972047424302,0.2543959617614746
ppt11,180.60241648559554,0.2602868974208832
ppt11,185.20511249694806,0.2662885785102844
ppt11,189.80780850830058,0.2724017798900604
ppt11,194.4105045196531,0.2786271274089813
ppt11,199.01320053100562,0.2849652171134949
ppt11,203.61589654235814,0.29141664505004883
ppt11,208.21859255371066,0.2979818284511566
ppt11,212.82128856506324,0.3046610653400421
ppt11,217.42398457641576,0.3114546537399292
ppt11,222.02668058776834,0.3183627426624298
ppt11,226.62937659912086,0.32538533210754395
ppt11,231.23207261047338,0.3325223922729492
ppt11,235.8347686218259,0.33977368474006653
ppt11,240.43746463317842,0.3471389710903168
ppt11,245.04016064453094,0.35461774468421936
ppt11,249.64285665588352,0.36220940947532654
ppt11,254.24555266723604,0.3699133098125458
ppt11,258.84824867858856,0.3777284622192383
ppt11,263.4509446899411,0.3856539726257324
ppt11,268.0536407012936,0.3936885595321655
ppt11,272.6563367126462,0.40183085203170776
ppt11,277.2590327239987,0.41007936000823975
ppt11,281.8617287353512,0.4184323847293854
