x,y,species cloglog values
1.0,1.0,0.65617216
2.0,2.0,0.0018959598
3.0,3.0,0.21463682
4.0,4.0,0.7832616
5.0,5.0,0.07695638
6.0,6.0,0.50124735
7.0,7.0,6.244256E-4
8.0,8.0,9.3295384E-4
9.0,9.0,0.0022930035
10.0,10.0,0.4773983
11.0,11.0,0.6060602
12.0,12.0,0.659554
13.0,13.0,0.4524097
14.0,14.0,0.30320123
15.0,15.0,0.25041306
16.0,16.0,0.016152613
17.0,17.0,0.0023696718
18.0,18.0,2.3477899E-4
19.0,19.0,0.0013899317
20.0,20.0,0.0025018249
21.0,21.0,0.001611772
22.0,22.0,0.013348043
23.0,23.0,0.012727014
24.0,24.0,0.65063274
25.0,25.0,0.0421713
26.0,26.0,0.09331534
27.0,27.0,0.060475487
28.0,28.0,3.650564E-4
29.0,29.0,0.034156486
30.0,30.0,0.06811352
31.0,31.0,0.025092786
32.0,32.0,8.0427574E-4
33.0,33.0,0.0047336104
34.0,34.0,0.62693304
35.0,35.0,0.05213986
36.0,36.0,0.0026271993
37.0,37.0,0.03659283
38.0,38.0,0.018653532
39.0,39.0,8.077559E-4
40.0,40.0,2.9796436E-5
41.0,41.0,0.06359299
42.0,42.0,0.058306273
43.0,43.0,2.6994344E-4
44.0,44.0,0.16344853
45.0,45.0,0.062193006
46.0,46.0,0.32372314
47.0,47.0,0.893768
48.0,48.0,0.52284753
49.0,49.0,0.049033955
50.0,50.0,0.89339125
51.0,51.0,0.36198997
52.0,52.0,0.0038072437
53.0,53.0,0.086079404
54.0,54.0,0.11721837
55.0,55.0,0.034037646
56.0,56.0,0.0051980694
57.0,57.0,0.0031852347
58.0,58.0,0.0027044883
59.0,59.0,0.13843523
60.0,60.0,0.046164542
61.0,61.0,0.0032060568
62.0,62.0,0.006084206
63.0,63.0,0.115274385
64.0,64.0,0.13945653
65.0,65.0,0.031542674
66.0,66.0,0.030260859
67.0,67.0,0.0057944823
68.0,68.0,0.059562907
69.0,69.0,0.0049354634
70.0,70.0,3.291822E-4
71.0,71.0,0.604175
72.0,72.0,0.0024292956
73.0,73.0,0.78480965
74.0,74.0,0.1856959
75.0,75.0,0.5940808
76.0,76.0,0.12914819
77.0,77.0,0.037060957
78.0,78.0,0.8851453
79.0,79.0,0.042495463
80.0,80.0,0.037876215
81.0,81.0,0.12428569
82.0,82.0,0.0025647746
83.0,83.0,8.584424E-4
84.0,84.0,0.042962868
85.0,85.0,0.0077729085
86.0,86.0,0.8724364
87.0,87.0,0.023896247
88.0,88.0,0.29679224
89.0,89.0,0.37747356
90.0,90.0,0.89193106
91.0,91.0,0.032686234
92.0,92.0,0.036822736
93.0,93.0,7.909398E-4
94.0,94.0,0.42429516
95.0,95.0,0.83149695
96.0,96.0,0.36695182
97.0,97.0,0.06083366
98.0,98.0,0.87035096
99.0,99.0,0.014958942
100.0,100.0,0.445767
101.0,101.0,0.032248028
102.0,102.0,0.055146165
103.0,103.0,0.6465161
104.0,104.0,0.0074962056
105.0,105.0,0.06300095
106.0,106.0,0.0043619336
107.0,107.0,8.7553664E-5
108.0,108.0,0.0018625073
109.0,109.0,0.2803556
110.0,110.0,0.03086075
111.0,111.0,0.27333352
112.0,112.0,0.041463096
113.0,113.0,0.50951964
114.0,114.0,0.030267412
115.0,115.0,8.0191914E-4
116.0,116.0,0.026960803
117.0,117.0,0.1011331
