x,y,species avg
1.0,1.0,0.01870336
2.0,2.0,0.00123892
3.0,3.0,0.20098643
4.0,4.0,0.1867399
5.0,5.0,0.35139814
6.0,6.0,0.6890057
7.0,7.0,0.27730462
8.0,8.0,9.10536E-4
9.0,9.0,0.13040787
10.0,10.0,0.3168151
11.0,11.0,0.14194451
12.0,12.0,0.24255729
13.0,13.0,0.0024038414
14.0,14.0,0.23836507
15.0,15.0,0.45756257
16.0,16.0,0.07213384
17.0,17.0,0.8854621
18.0,18.0,0.1481401
19.0,19.0,0.106312685
20.0,20.0,0.02815736
21.0,21.0,0.93755275
22.0,22.0,0.41740978
23.0,23.0,0.085731804
24.0,24.0,0.6973524
25.0,25.0,0.5314838
26.0,26.0,0.1140747
27.0,27.0,0.4014676
28.0,28.0,0.38122198
29.0,29.0,0.37134108
30.0,30.0,6.8541376E-5
31.0,31.0,0.211056
32.0,32.0,0.5464051
33.0,33.0,0.83602506
34.0,34.0,0.08204315
35.0,35.0,0.36864328
36.0,36.0,0.321927
37.0,37.0,0.0054391795
38.0,38.0,0.26586112
39.0,39.0,0.716756
40.0,40.0,0.33990952
41.0,41.0,0.09605023
42.0,42.0,7.0149504E-4
43.0,43.0,0.5269325
44.0,44.0,0.63698393
45.0,45.0,0.12675093
46.0,46.0,0.5594328
47.0,47.0,0.7339399
48.0,48.0,0.24448857
49.0,49.0,0.6286992
50.0,50.0,0.0018258345
51.0,51.0,0.009672868
52.0,52.0,0.6286648
53.0,53.0,0.24017426
54.0,54.0,0.019769909
55.0,55.0,0.864677
56.0,56.0,0.6414729
57.0,57.0,0.87403893
58.0,58.0,0.11674811
59.0,59.0,0.69824636
60.0,60.0,0.26176003
61.0,61.0,0.15061575
62.0,62.0,0.3381626
63.0,63.0,0.49240234
64.0,64.0,0.849046
65.0,65.0,0.3190409
66.0,66.0,0.010197184
67.0,67.0,0.56351006
68.0,68.0,0.33424595
69.0,69.0,0.32453418
70.0,70.0,0.18527487
71.0,71.0,0.091590576
72.0,72.0,0.95408124
73.0,73.0,0.57199925
74.0,74.0,0.4011397
75.0,75.0,0.20887385
76.0,76.0,0.2793792
77.0,77.0,0.0029009797
78.0,78.0,0.46646014
79.0,79.0,0.15089025
80.0,80.0,0.0101685375
81.0,81.0,0.028571537
82.0,82.0,0.28131953
83.0,83.0,0.0015302805
84.0,84.0,0.003252971
85.0,85.0,0.0029699653
86.0,86.0,0.2537947
87.0,87.0,0.6348085
88.0,88.0,0.5320932
89.0,89.0,0.26757175
90.0,90.0,0.63856566
91.0,91.0,0.18619964
92.0,92.0,0.17141436
93.0,93.0,0.6100634
94.0,94.0,0.17934881
95.0,95.0,0.0012369372
96.0,96.0,0.89647704
97.0,97.0,0.22787984
98.0,98.0,0.038187046
99.0,99.0,0.013229777
100.0,100.0,0.81146955
101.0,101.0,0.0360876
102.0,102.0,0.014502918
103.0,103.0,0.08497658
104.0,104.0,3.0103224E-4
105.0,105.0,0.20920362
106.0,106.0,0.0057479064
107.0,107.0,0.2250912
108.0,108.0,0.22083335
109.0,109.0,0.637339
110.0,110.0,0.0077159223
111.0,111.0,0.18203083
112.0,112.0,0.28959692
113.0,113.0,0.4053765
114.0,114.0,0.001140813
115.0,115.0,0.86264336
116.0,116.0,0.45245716
117.0,117.0,0.3839822
118.0,118.0,0.655762
119.0,119.0,0.12692669
120.0,120.0,0.0014350897
121.0,121.0,0.5581908
122.0,122.0,0.5510208
123.0,123.0,0.574994
124.0,124.0,0.52316946
125.0,125.0,0.08734681
