x,y,species max
1.0,1.0,0.027689198
2.0,2.0,0.0027808412
3.0,3.0,0.23183395
4.0,4.0,0.2170851
5.0,5.0,0.3877213
6.0,6.0,0.76756084
7.0,7.0,0.30438185
8.0,8.0,0.0021868038
9.0,9.0,0.15445046
10.0,10.0,0.40482792
11.0,11.0,0.19193125
12.0,12.0,0.26912802
13.0,13.0,0.00527968
14.0,14.0,0.26493037
15.0,15.0,0.57756853
16.0,16.0,0.09763041
17.0,17.0,0.8935631
18.0,18.0,0.19708298
19.0,19.0,0.12508802
20.0,20.0,0.040305097
21.0,21.0,0.9458767
22.0,22.0,0.47325218
23.0,23.0,0.10714167
24.0,24.0,0.8470332
25.0,25.0,0.59287345
26.0,26.0,0.14359106
27.0,27.0,0.4484588
28.0,28.0,0.41979045
29.0,29.0,0.41316137
30.0,30.0,1.6505714E-4
31.0,31.0,0.24180551
32.0,32.0,0.6297359
33.0,33.0,0.852682
34.0,34.0,0.1032352
35.0,35.0,0.39533114
36.0,36.0,0.3505097
37.0,37.0,0.00931093
38.0,38.0,0.2992822
39.0,39.0,0.85681707
40.0,40.0,0.36994067
41.0,41.0,0.113844156
42.0,42.0,0.0016424478
43.0,43.0,0.6821409
44.0,44.0,0.75938666
45.0,45.0,0.15084521
46.0,46.0,0.6621777
47.0,47.0,0.8133577
48.0,48.0,0.27594155
49.0,49.0,0.70174116
50.0,50.0,0.004273963
51.0,51.0,0.0193864
52.0,52.0,0.7033288
53.0,53.0,0.27324718
54.0,54.0,0.03090402
55.0,55.0,0.8747698
56.0,56.0,0.7108513
57.0,57.0,0.88856643
58.0,58.0,0.13979428
59.0,59.0,0.7181281
60.0,60.0,0.31064138
61.0,61.0,0.20895863
62.0,62.0,0.39582115
63.0,63.0,0.54309225
64.0,64.0,0.8736268
65.0,65.0,0.37646088
66.0,66.0,0.018201686
67.0,67.0,0.6164033
68.0,68.0,0.3775993
69.0,69.0,0.35387775
70.0,70.0,0.20946515
71.0,71.0,0.112543754
72.0,72.0,0.96412224
73.0,73.0,0.63236463
74.0,74.0,0.44528306
75.0,75.0,0.26510072
76.0,76.0,0.34806055
77.0,77.0,0.0053306324
78.0,78.0,0.5156945
79.0,79.0,0.17928626
80.0,80.0,0.0162279
81.0,81.0,0.04367389
82.0,82.0,0.30990338
83.0,83.0,0.0030153734
84.0,84.0,0.0061086654
85.0,85.0,0.0054443097
86.0,86.0,0.28728038
87.0,87.0,0.6805316
88.0,88.0,0.59990424
89.0,89.0,0.31724405
90.0,90.0,0.7092935
91.0,91.0,0.21820249
92.0,92.0,0.23281291
93.0,93.0,0.65076655
94.0,94.0,0.20175001
95.0,95.0,0.0024543628
96.0,96.0,0.90408146
97.0,97.0,0.25953928
98.0,98.0,0.05451334
99.0,99.0,0.022985132
100.0,100.0,0.8555495
101.0,101.0,0.055387378
102.0,102.0,0.025150344
103.0,103.0,0.10970062
104.0,104.0,7.551297E-4
105.0,105.0,0.2474788
106.0,106.0,0.010188881
107.0,107.0,0.2555498
108.0,108.0,0.26723635
109.0,109.0,0.7020815
110.0,110.0,0.012777769
111.0,111.0,0.20735405
112.0,112.0,0.34350044
113.0,113.0,0.44418848
114.0,114.0,0.002537736
115.0,115.0,0.87880194
116.0,116.0,0.5147197
117.0,117.0,0.42503965
118.0,118.0,0.69180304
119.0,119.0,0.14949104
120.0,120.0,0.0028202322
121.0,121.0,0.6393981
122.0,122.0,0.618596
123.0,123.0,0.62195295
124.0,124.0,0.57222676
125.0,125.0,0.11273505
126.0,126.0,0.288625
127.0,127.0,0.32617232
128.0,128.0,0.10748653
129.0,129.0,0.6832946
130.0,130.0,0.0030351996
131.0,131.0,0.16799036
132.0,132.0,0.8903785
133.0,133.0,0.38751814
134.0,134.0,0.23069057
135.0,135.0,0.060538754
136.0,136.0,0.09948273
137.0,137.0,0.015189858
138.0,138.0,0.077641666
139.0,139.0,0.4238975
140.0,140.0,0.45646176
141.0,141.0,0.93531287
142.0,142.0,0.04739592
143.0,143.0,0.24601044
