"variable","x","y.averages"
"vpdmin11",-0.318200039863587,0.817807251756841
"vpdmin11",-0.297387238311768,0.817807251756841
"vpdmin11",-0.276574436759949,0.817807251756841
"vpdmin11",-0.25576163520813,0.817807251756841
"vpdmin11",-0.234948833656311,0.817807251756841
"vpdmin11",-0.214136032104493,0.817807251756841
"vpdmin11",-0.193323230552674,0.817807251756841
"vpdmin11",-0.172510429000855,0.817807251756841
"vpdmin11",-0.151697627449036,0.817807251756841
"vpdmin11",-0.130884825897217,0.817807251756841
"vpdmin11",-0.110072024345398,0.817807251756841
"vpdmin11",-0.0892592227935794,0.817807251756841
"vpdmin11",-0.0684464212417605,0.817807251756841
"vpdmin11",-0.0476336196899417,0.817807251756841
"vpdmin11",-0.0268208181381229,0.817807251756841
"vpdmin11",-0.00600801658630395,0.817807251756841
"vpdmin11",0.0148047849655149,0.817807251756841
"vpdmin11",0.0356175865173337,0.817807251756841
"vpdmin11",0.0564303880691526,0.817807251756841
"vpdmin11",0.0772431896209714,0.817807251756841
"vpdmin11",0.0980559911727903,0.817807251756841
"vpdmin11",0.118868792724609,0.817807251756841
"vpdmin11",0.139681594276428,0.817807251756841
"vpdmin11",0.160494395828247,0.817807251756841
"vpdmin11",0.181307197380066,0.817807251756841
"vpdmin11",0.202119998931884,0.817807251756841
"vpdmin11",0.222932800483703,0.817807251756841
"vpdmin11",0.243745602035522,0.817807251756841
"vpdmin11",0.264558403587341,0.817807251756841
"vpdmin11",0.28537120513916,0.817807251756841
"vpdmin11",0.306184006690979,0.817807251756841
"vpdmin11",0.326996808242798,0.817807251756841
"vpdmin11",0.347809609794617,0.817807251756841
"vpdmin11",0.368622411346435,0.817807251756841
"vpdmin11",0.389435212898254,0.817807251756841
"vpdmin11",0.410248014450073,0.817807251756841
"vpdmin11",0.431060816001892,0.817807251756841
"vpdmin11",0.451873617553711,0.817807251756841
"vpdmin11",0.47268641910553,0.817807251756841
"vpdmin11",0.493499220657349,0.817807251756841
"vpdmin11",0.514312022209167,0.817807251756841
"vpdmin11",0.535124823760986,0.817807251756841
"vpdmin11",0.555937625312805,0.817411867055026
"vpdmin11",0.576750426864624,0.816193661906502
"vpdmin11",0.597563228416443,0.814927111972462
"vpdmin11",0.618376029968262,0.813611897555265
"vpdmin11",0.63918883152008,0.812247617678209
"vpdmin11",0.660001633071899,0.810833941806446
"vpdmin11",0.680814434623718,0.809370463544672
"vpdmin11",0.701627236175537,0.807856787334789
"vpdmin11",0.722440037727356,0.806292560967532
"vpdmin11",0.743252839279175,0.80467735637318
"vpdmin11",0.764065640830993,0.803010788830844
"vpdmin11",0.784878442382812,0.801292446526614
"vpdmin11",0.805691243934631,0.799521923065186
"vpdmin11",0.82650404548645,0.797698822888461
"vpdmin11",0.847316847038269,0.795822745019739
"vpdmin11",0.868129648590088,0.793893272226507
"vpdmin11",0.888942450141907,0.791909987276251
"vpdmin11",0.909755251693726,0.789872505448081
"vpdmin11",0.930568053245545,0.787780387835069
"vpdmin11",0.951380854797363,0.785633276809346
"vpdmin11",0.972193656349182,0.783430755138397
"vpdmin11",0.993006457901001,0.781172416426919
"vpdmin11",1.01381925945282,0.77885791388425
"vpdmin11",1.03463206100464,0.77648683569648
"vpdmin11",1.05544486255646,0.774058840491555
"vpdmin11",1.07625766410828,0.771573532711376
"vpdmin11",1.0970704656601,0.769030592658303
"vpdmin11",1.11788326721191,0.766429646448656
"vpdmin11",1.13869606876373,0.76377042315223
"vpdmin11",1.15950887031555,0.761052565141158
"vpdmin11",1.18032167186737,0.758275758136402
"vpdmin11",1.20113447341919,0.755439763719385
"vpdmin11",1.22194727497101,0.752544273029674
"vpdmin11",1.24276007652283,0.749589063904502
"vpdmin11",1.26357287807465,0.74657389792529
"vpdmin11",1.28438567962647,0.743498563766479
"vpdmin11",1.30519848117828,0.740362882614136
"vpdmin11",1.3260112827301,0.7371666431427
"vpdmin11",1.34682408428192,0.733909764073112
"vpdmin11",1.36763688583374,0.730592066591436
"vpdmin11",1.38844968738556,0.727213501930237
"vpdmin11",1.40926248893738,0.723773967136036
"vpdmin11",1.4300752904892,0.72027345679023
"vpdmin11",1.45088809204102,0.716711960055611
"vpdmin11",1.47170089359283,0.713089455257763
"vpdmin11",1.49251369514465,0.709406023675745
"vpdmin11",1.51332649669647,0.705661741170016
"vpdmin11",1.53413929824829,0.701856737787073
"vpdmin11",1.55495209980011,0.697991148992018
"vpdmin11",1.57576490135193,0.694065164435994
"vpdmin11",1.59657770290375,0.690078995444558
"vpdmin11",1.61739050445557,0.686032907529311
"vpdmin11",1.63820330600739,0.68192720413208
"vpdmin11",1.6590161075592,0.677762188694694
"vpdmin11",1.67982890911102,0.67353828386827
"vpdmin11",1.70064171066284,0.669255831024864
"vpdmin11",1.72145451221466,0.664915372024883
"vpdmin11",1.74226731376648,0.660517318682237
"vpdmin11",1.7630801153183,0.656062256206166
"vpdmin11",1.78389291687012,0.6515507589687
"vpdmin11",1.80470571842194,0.646983395923268
"vpdmin11",1.82551851997376,0.642360882325606
"vpdmin11",1.84633132152557,0.637683900919828
"vpdmin11",1.86714412307739,0.632953210310502
"vpdmin11",1.88795692462921,0.628169585358013
"vpdmin11",1.90876972618103,0.623333887620406
"vpdmin11",1.92958252773285,0.61844696781852
"vpdmin11",1.95039532928467,0.61350973627784
"vpdmin11",1.97120813083649,0.608523217114535
"vpdmin11",1.99202093238831,0.603488331491297
"vpdmin11",2.01283373394012,0.598406179384752
"vpdmin11",2.03364653549194,0.59327786619013
"vpdmin11",2.05445933704376,0.58810450813987
"vpdmin11",2.07527213859558,0.582887281071056
"vpdmin11",2.0960849401474,0.577627387913791
"vpdmin11",2.11689774169922,0.572326037016782
"vpdmin11",2.13771054325104,0.566984637217088
"vpdmin11",2.15852334480286,0.56160444021225
"vpdmin11",2.17933614635468,0.556186849420721
"vpdmin11",2.20014894790649,0.550733159888874
"vpdmin11",2.22096174945831,0.545244986360723
"vpdmin11",2.24177455101013,0.539723710580306
"vpdmin11",2.26258735256195,0.534170849756761
"vpdmin11",2.28340015411377,0.528587923808531
"vpdmin11",2.30421295566559,0.522976460781964
"vpdmin11",2.32502575721741,0.51733816482804
"vpdmin11",2.34583855876923,0.511674618179148
"vpdmin11",2.36665136032105,0.50598744912581
"vpdmin11",2.38746416187286,0.500278329307383
"vpdmin11",2.40827696342468,0.494548914107409
"vpdmin11",2.4290897649765,0.488801007921045
"vpdmin11",2.44990256652832,0.483036328445781
"vpdmin11",2.47071536808014,0.477256593379107
"vpdmin11",2.49152816963196,0.47146351499991
"vpdmin11",2.51234097118378,0.465659016912634
"vpdmin11",2.5331537727356,0.459844811396165
"vpdmin11",2.55396657428741,0.454022708264264
"vpdmin11",2.57477937583923,0.448194514621388
"vpdmin11",2.59559217739105,0.442361986095255
"vpdmin11",2.61640497894287,0.436527067964727
"vpdmin11",2.63721778049469,0.430691518566825
"vpdmin11",2.65803058204651,0.424857163971121
"vpdmin11",2.67884338359833,0.419025754386728
"vpdmin11",2.69965618515015,0.41319924863902
