X,Y,Test or train,Raw prediction,Cumulative prediction,Cloglog prediction
1.0,1.0,train,8.005195110002726E-5,15.622188609136927,0.4112110675333126
2.0,2.0,train,2.288755713885341E-4,66.93751590667569,0.7800649910639608
3.0,3.0,train,1.7401289221879467E-4,46.71908901572468,0.6838087352188851
4.0,4.0,train,1.7510086131035838E-4,47.22569764851789,0.6860767817380804
5.0,5.0,train,2.714751285691662E-4,83.59972288499137,0.8340876781221945
6.0,6.0,train,1.4682852484476687E-4,36.90648743955669,0.6214982339440691
9.0,9.0,train,3.058167704499097E-4,93.32845168240269,0.8678116505948842
10.0,10.0,train,2.6743164127242925E-4,81.77620264860167,0.8295887894394747
11.0,11.0,train,2.1010572800465917E-4,59.83996615991698,0.7509812158800744
13.0,13.0,train,6.01622440846693E-5,9.615055690889529,0.32839261327217273
14.0,14.0,train,1.885753985447342E-4,51.43135639472875,0.7128541855968751
15.0,15.0,train,2.684787014117937E-4,82.3920566175646,0.8307653493070627
16.0,16.0,train,1.9633043656339526E-4,54.43887356100086,0.7272169914384978
17.0,17.0,train,1.1698962322821491E-4,28.01805080483179,0.5388798246933574
18.0,18.0,train,2.143624141565582E-4,61.439788162422744,0.7578971335622706
19.0,19.0,train,2.980384395452496E-4,91.76030298036905,0.8608301079946113
20.0,20.0,train,2.0957413883688767E-4,59.56576189736411,0.7501037705595872
22.0,22.0,train,5.154968638173994E-5,7.419407566757685,0.28900779261403464
23.0,23.0,train,3.0404499192666895E-4,93.07203671387134,0.8662528210265406
24.0,24.0,train,1.0825055346592504E-4,25.282168452985545,0.5114297135015027
25.0,25.0,train,3.8634941871417094E-4,98.67475969729504,0.9224161248663137
26.0,26.0,train,3.326148436282088E-4,96.21500714838676,0.8892904189969995
27.0,27.0,train,2.70088165292926E-4,83.03606039599151,0.8325580503768459
28.0,28.0,train,1.38942302085E-4,34.28883237116721,0.6012230357473969
29.0,29.0,train,2.92230560940325E-4,90.55047576843425,0.855377776837475
30.0,30.0,train,2.9494700657813836E-4,91.13339715484611,0.8579540188970374
31.0,31.0,train,2.846079864082448E-4,88.35326387181692,0.8478963778520069
34.0,34.0,train,3.6257440572383983E-4,97.51852982511897,0.9091986598237806
7.0,7.0,test,1.6138330977848758E-4,42.15599280536733,0.6562499887302022
8.0,8.0,test,2.82498971112333E-4,87.48399583264134,0.8457589035934241
32.0,32.0,test,1.014660855942164E-4,22.95247085267296,0.48899734291463437
33.0,33.0,test,2.9888671736973344E-4,91.93256645434617,0.8616090640578744
12.0,12.0,test,5.445671576940723E-5,8.06317022281567,0.30255319441989903
21.0,21.0,test,2.2565812078662804E-4,65.51913767491367,0.7753325505994189
