x,y,species median
1.0,1.0,0.013410179
2.0,2.0,0.56758
3.0,3.0,0.08913681
4.0,4.0,0.83941156
5.0,5.0,0.07400936
6.0,6.0,0.62454486
7.0,7.0,0.4562284
8.0,8.0,0.34490585
9.0,9.0,0.8143444
10.0,10.0,0.34676993
11.0,11.0,0.4360657
12.0,12.0,0.010348504
13.0,13.0,0.8211517
14.0,14.0,0.6775834
15.0,15.0,0.22437783
16.0,16.0,0.65667474
17.0,17.0,0.1986243
18.0,18.0,0.14390557
19.0,19.0,0.53814304
20.0,20.0,0.84674007
21.0,21.0,0.067412
22.0,22.0,0.7575539
23.0,23.0,0.86110497
24.0,24.0,0.73940015
25.0,25.0,0.21869574
26.0,26.0,0.7676314
27.0,27.0,0.45519936
28.0,28.0,0.6557745
29.0,29.0,0.055887416
30.0,30.0,0.85912234
31.0,31.0,0.69846064
32.0,32.0,0.38385665
33.0,33.0,0.43411306
34.0,34.0,0.39911625
35.0,35.0,0.047879018
36.0,36.0,0.13977899
37.0,37.0,0.11810985
38.0,38.0,0.8552478
39.0,39.0,0.16442868
40.0,40.0,0.4992209
41.0,41.0,0.2901535
42.0,42.0,0.85536855
43.0,43.0,0.098530024
44.0,44.0,0.37428775
45.0,45.0,0.6066053
46.0,46.0,0.49899948
47.0,47.0,0.1320728
48.0,48.0,0.42385337
49.0,49.0,0.38252994
50.0,50.0,0.075993344
51.0,51.0,0.34221086
52.0,52.0,0.489746
53.0,53.0,0.017540807
54.0,54.0,0.048236903
55.0,55.0,0.42044106
56.0,56.0,0.35665524
57.0,57.0,0.43628255
58.0,58.0,0.8493343
59.0,59.0,0.7188313
60.0,60.0,0.1999631
61.0,61.0,0.5442529
62.0,62.0,0.85995173
63.0,63.0,0.62967163
64.0,64.0,0.6044592
65.0,65.0,0.31878453
66.0,66.0,0.2552728
67.0,67.0,0.6136378
68.0,68.0,0.2177237
69.0,69.0,0.32397676
70.0,70.0,0.026152713
71.0,71.0,0.28738782
72.0,72.0,0.121746875
73.0,73.0,0.5359859
74.0,74.0,0.3663887
75.0,75.0,0.8463603
76.0,76.0,0.8735571
77.0,77.0,0.12071666
78.0,78.0,0.5256831
79.0,79.0,0.064944595
80.0,80.0,0.46319896
81.0,81.0,0.74056715
82.0,82.0,0.32104984
83.0,83.0,0.112323955
84.0,84.0,0.64273053
85.0,85.0,0.3181297
86.0,86.0,0.033757
87.0,87.0,0.69661975
88.0,88.0,0.83497274
89.0,89.0,0.14344221
90.0,90.0,0.2970695
91.0,91.0,0.081435494
92.0,92.0,0.5518361
93.0,93.0,0.5875897
94.0,94.0,0.42918277
95.0,95.0,0.19806165
96.0,96.0,0.46597904
97.0,97.0,0.13715035
98.0,98.0,0.06876544
99.0,99.0,0.47807354
100.0,100.0,0.07302787
101.0,101.0,0.31535745
102.0,102.0,0.61646336
103.0,103.0,0.6776261
104.0,104.0,0.7040647
105.0,105.0,0.34686327
106.0,106.0,0.32922179
107.0,107.0,0.5068355
108.0,108.0,0.2603056
109.0,109.0,0.043219145
110.0,110.0,0.6788325
111.0,111.0,0.31105193
112.0,112.0,0.20011951
113.0,113.0,0.3933475
114.0,114.0,0.017414479
115.0,115.0,0.118712254
116.0,116.0,0.18203256
117.0,117.0,0.31216252
118.0,118.0,0.11289554
119.0,119.0,0.8724618
120.0,120.0,0.17956857
121.0,121.0,0.020846523
