x,y,species max
1.0,1.0,0.02076717
2.0,2.0,0.6278449
3.0,3.0,0.10272685
4.0,4.0,0.86109984
5.0,5.0,0.09373766
6.0,6.0,0.64436877
7.0,7.0,0.5135557
8.0,8.0,0.42309877
9.0,9.0,0.90738446
10.0,10.0,0.38580334
11.0,11.0,0.47889552
12.0,12.0,0.015586166
13.0,13.0,0.83579093
14.0,14.0,0.78477716
15.0,15.0,0.2379831
16.0,16.0,0.67853975
17.0,17.0,0.23008704
18.0,18.0,0.14803092
19.0,19.0,0.6121501
20.0,20.0,0.8690543
21.0,21.0,0.08008612
22.0,22.0,0.8528886
23.0,23.0,0.94550294
24.0,24.0,0.78279394
25.0,25.0,0.23406594
26.0,26.0,0.87119883
27.0,27.0,0.5234684
28.0,28.0,0.76597315
29.0,29.0,0.07696739
30.0,30.0,0.95001215
31.0,31.0,0.75373715
32.0,32.0,0.45199773
33.0,33.0,0.47368893
34.0,34.0,0.42487577
35.0,35.0,0.05658268
36.0,36.0,0.14361791
37.0,37.0,0.15993994
38.0,38.0,0.9343166
39.0,39.0,0.23748945
40.0,40.0,0.5794059
41.0,41.0,0.35252964
42.0,42.0,0.89927334
43.0,43.0,0.11823472
44.0,44.0,0.4327517
45.0,45.0,0.71076775
46.0,46.0,0.54166794
47.0,47.0,0.13505563
48.0,48.0,0.50891423
49.0,49.0,0.42992067
50.0,50.0,0.09656776
51.0,51.0,0.3909535
52.0,52.0,0.55988467
53.0,53.0,0.0235882
54.0,54.0,0.06391498
55.0,55.0,0.4507602
56.0,56.0,0.44103774
57.0,57.0,0.47415888
58.0,58.0,0.87370986
59.0,59.0,0.7606482
60.0,60.0,0.2409685
61.0,61.0,0.5878413
62.0,62.0,0.8780713
63.0,63.0,0.68365026
64.0,64.0,0.6834966
65.0,65.0,0.369472
66.0,66.0,0.28092197
67.0,67.0,0.7197118
68.0,68.0,0.22421531
69.0,69.0,0.36946753
70.0,70.0,0.03765699
71.0,71.0,0.34307346
72.0,72.0,0.12664555
73.0,73.0,0.63025546
74.0,74.0,0.40209332
75.0,75.0,0.8737876
76.0,76.0,0.91221625
77.0,77.0,0.12760969
78.0,78.0,0.5517535
79.0,79.0,0.08150274
80.0,80.0,0.6113283
81.0,81.0,0.8373637
82.0,82.0,0.4946595
83.0,83.0,0.12405395
84.0,84.0,0.72282547
85.0,85.0,0.38202015
86.0,86.0,0.04370203
87.0,87.0,0.7404699
88.0,88.0,0.87846476
89.0,89.0,0.17619006
90.0,90.0,0.35143706
91.0,91.0,0.097768694
92.0,92.0,0.6301184
93.0,93.0,0.6077073
94.0,94.0,0.566108
95.0,95.0,0.21305335
96.0,96.0,0.50971866
97.0,97.0,0.16077776
98.0,98.0,0.08269161
99.0,99.0,0.5203659
100.0,100.0,0.09375447
101.0,101.0,0.34437817
102.0,102.0,0.6920127
103.0,103.0,0.7084498
104.0,104.0,0.7464865
105.0,105.0,0.38504836
106.0,106.0,0.36904085
107.0,107.0,0.5530535
108.0,108.0,0.29448807
109.0,109.0,0.05625351
110.0,110.0,0.75783366
111.0,111.0,0.3438122
112.0,112.0,0.23122987
113.0,113.0,0.45376962
114.0,114.0,0.023611233
115.0,115.0,0.1322952
116.0,116.0,0.18498881
117.0,117.0,0.3680785
118.0,118.0,0.12823743
119.0,119.0,0.9509444
120.0,120.0,0.19102532
121.0,121.0,0.030114809
122.0,122.0,0.777792
123.0,123.0,0.70032746
124.0,124.0,0.025579702
125.0,125.0,0.7291602
126.0,126.0,0.15383011
127.0,127.0,0.7461023
128.0,128.0,0.8774403
129.0,129.0,0.3511751
130.0,130.0,0.12666439
131.0,131.0,0.0706528
132.0,132.0,0.52908295
133.0,133.0,0.17782205
134.0,134.0,0.34755322
135.0,135.0,0.6652781
136.0,136.0,0.40064707
137.0,137.0,0.68830234
138.0,138.0,0.72339684
139.0,139.0,0.44968727
140.0,140.0,0.8490093
141.0,141.0,0.8563579
142.0,142.0,0.036002774
143.0,143.0,0.6636495
144.0,144.0,0.939402
145.0,145.0,0.7513821
146.0,146.0,0.63645047
147.0,147.0,0.83974344
148.0,148.0,0.3451663
149.0,149.0,0.16168249
150.0,150.0,0.61056495
151.0,151.0,0.11506697
152.0,152.0,0.7069319
153.0,153.0,0.039003003
154.0,154.0,0.8008434
155.0,155.0,0.13003722
156.0,156.0,0.7308282
157.0,157.0,0.028740825
158.0,158.0,0.44281664
159.0,159.0,0.48691377
160.0,160.0,0.30148688
161.0,161.0,0.4398727
162.0,162.0,0.29133323
163.0,163.0,0.07994041
164.0,164.0,0.3645053
165.0,165.0,0.9026526
166.0,166.0,0.1137106
167.0,167.0,0.778476
