X,Y,Test or train,Raw prediction,Cumulative prediction,Cloglog prediction
1.0,1.0,train,9.451254828230852E-5,25.85341032712482,0.4960106597517453
2.0,2.0,train,1.9890336392211575E-4,63.66853735972819,0.7635494321676768
4.0,4.0,train,1.8445183784769937E-4,56.567122340952245,0.7374319420989015
5.0,5.0,train,1.9267602596751448E-4,60.052587650391175,0.7526297186622996
6.0,6.0,train,1.567051249805239E-4,46.08912810857634,0.6789267332554263
7.0,7.0,train,1.5682577075668165E-4,46.13009967504171,0.6792074409618123
8.0,8.0,train,2.2795988439282394E-4,75.24292042184419,0.8084623760891941
9.0,9.0,train,1.3512100487036475E-4,38.08642869779303,0.6245405027797153
10.0,10.0,train,9.297677068301041E-5,25.423397656179148,0.490367820841922
3.0,3.0,test,1.9642695866425806E-4,62.496993770500396,0.7592659747559123
