Raw value,Corresponding cumulative value,Corresponding Cloglog value,Fractional area,Training omission,Test omission
7.5694E-6,0.00075694,0.050790768,1,0,0
7.94268E-6,0.001551208,0.053227648,0.99990009,0,0
8.37337E-6,0.003199057,0.056031518,0.99970027,0,0
8.74501E-6,0.005794118,0.058444284,0.99940054,0,0
9.63701E-6,0.010437603,0.064210254,0.998900989,0,0
1.04422E-5,0.025450836,0.069384869,0.997402338,0,0
1.12592E-5,0.050687956,0.07460618,0.995104406,0,0
1.17466E-5,0.100324099,0.077706543,0.990808273,0,0
1.24532E-5,0.201047663,0.082183817,0.982515736,0,0
1.31776E-5,0.300026679,0.086750931,0.97482266,0,0
1.38518E-5,0.401241575,0.090980993,0.967329404,0,0
1.44855E-5,0.500245459,0.094939493,0.960335698,0,0
1.51601E-5,0.601273743,0.099134192,0.953541812,0,0
1.57741E-5,0.700109485,0.102935335,0.947147567,0,0
1.61311E-5,0.751081659,0.105137716,0.943950445,0,0
1.63814E-5,0.801544333,0.106678635,0.940853232,0,0
1.67992E-5,0.90111891,0.109245223,0.934858627,0,0
1.72967E-5,1.000058393,0.112291671,0.929063843,0,0
1.77573E-5,1.101684852,0.115103067,0.923269058,0,0
1.82273E-5,1.200629855,0.117962609,0.917774003,0,0
1.87401E-5,1.300253343,0.121071557,0.912378859,0,0
1.91769E-5,1.400836405,0.123711679,0.907083625,0,0
1.96227E-5,1.501776864,0.126397599,0.901888301,0,0
2.0768E-5,1.750873631,0.133260805,0.889599361,0,0
2.16525E-5,2.001832781,0.138523997,0.877809971,0,0
2.23701E-5,2.250713981,0.142770412,0.866520132,0,0
2.29789E-5,2.502280836,0.146357069,0.855430113,0,0
2.36358E-5,2.751914872,0.150209682,0.844739734,0,0
2.42148E-5,3.00087195,0.153591782,0.834349086,0,0
2.47307E-5,3.250468646,0.156592956,0.824158258,0,0
2.53231E-5,3.500540564,0.160026982,0.814167249,0,0
2.58287E-5,3.751103399,0.162946382,0.804376062,0,0
2.62149E-5,4.001011523,0.165169343,0.794784694,0,0
2.66556E-5,4.252108164,0.167699586,0.785293236,0,0
2.70983E-5,4.502023362,0.17023262,0.776001599,0,0
2.75243E-5,4.750693494,0.172663431,0.766909781,0,0
2.79888E-5,5.000497081,0.17530596,0.757917874,0,0
2.84027E-5,5.251325045,0.177652801,0.749025877,0,0
2.89861E-5,5.500911602,0.180950128,0.7403337,0,0
2.98414E-5,5.750940664,0.185760393,0.731841343,0,0
3.06335E-5,6.001993038,0.190189662,0.723548806,0,0
3.11563E-5,6.252449635,0.19309954,0.71545609,0,0
3.18003E-5,6.50111002,0.19667045,0.707563193,0,0
3.24324E-5,6.751569875,0.200159681,0.699770207,0,0
3.32765E-5,7.001430571,0.204795517,0.692177041,0,0
3.38112E-5,7.253135386,0.207718096,0.684683785,0,0
3.43038E-5,7.50176137,0.210401012,0.677390349,0,0
3.47859E-5,7.75053944,0.213018113,0.670196823,0,0
3.53064E-5,8.003099544,0.21583388,0.663003297,0,0
3.57103E-5,8.251644744,0.218012272,0.656009591,0,0
3.62571E-5,8.503427739,0.220950974,0.649015886,0,0
3.66235E-5,8.751228803,0.222914163,0.642222,0,0
3.70034E-5,9.001454485,0.224944498,0.635428115,0,0
3.74951E-5,9.251093158,0.227564636,0.628734139,0,0
3.79873E-5,9.500096437,0.230178522,0.622140074,0,0
3.86393E-5,9.752957521,0.233627067,0.615546009,0,0
3.93506E-5,10.00264562,0.237371603,0.609151763,0,0
4.00911E-5,10.252769497,0.241250925,0.602857428,0,0
4.06803E-5,10.503256216,0.244322956,0.596663003,0,0
4.14888E-5,10.753693201,0.248519024,0.590568488,0,0
4.22636E-5,11.000833917,0.252517936,0.584673794,0,0
4.30041E-5,11.252490757,0.256319808,0.578779099,0,0
4.39845E-5,11.500645821,0.261323651,0.573084224,0,0
4.48927E-5,11.753953814,0.265929037,0.56738935,0,0
4.5727E-5,12.003296362,0.270134787,0.561894295,0,0
4.65349E-5,12.252292258,0.274183993,0.556499151,0,0
4.74443E-5,12.501100489,0.278715043,0.551203916,0,0
4.84657E-5,12.750153168,0.28377084,0.546008592,0,0
4.92432E-5,13.004118098,0.287595527,0.540813268,0,0
5.01702E-5,13.252869698,0.292128497,0.535817764,0,0
5.13982E-5,13.501683826,0.298089487,0.53092217,0,0
5.26419E-5,13.750940419,0.304075608,0.526126486,0,0
5.33584E-5,14.000168998,0.307500554,0.521430712,0,0
5.45537E-5,14.253906555,0.313177391,0.516734939,0,0
5.5659E-5,14.501944997,0.318385719,0.512238985,0,0
5.6768E-5,14.754930878,0.323571065,0.507743031,0,0
5.85022E-5,15.002718114,0.331601578,0.503446898,0,0
5.95443E-5,15.250714256,0.336380628,0.499250674,0,0
6.04843E-5,15.50295047,0.340662526,0.495054451,0,0
6.18482E-5,15.754016123,0.346826549,0.490958138,0,0
6.30143E-5,16.003384459,0.352050477,0.486961734,0,0
6.42672E-5,16.251465522,0.357617144,0.483065241,0,0
6.52705E-5,16.504173904,0.362039957,0.479168748,0,0
6.66268E-5,16.754752639,0.367970958,0.475372165,0,0
6.79479E-5,17.003752762,0.373695018,0.471675492,0,0
6.9095E-5,17.250373202,0.37862286,0.468078729,0,0
7.03048E-5,17.501518012,0.38377823,0.464481966,0,0
