x,y,species_9 cloglog values
1.0,1.0,0.26955473
2.0,2.0,0.21783893
3.0,3.0,0.2958821
4.0,4.0,0.57850957
5.0,5.0,0.3766042
6.0,6.0,0.6872677
7.0,7.0,0.66599417
8.0,8.0,0.220346
9.0,9.0,0.19157387
10.0,10.0,0.17348917
11.0,11.0,0.24464352
12.0,12.0,0.21255536
13.0,13.0,0.5925862
14.0,14.0,0.90512806
15.0,15.0,0.52910423
16.0,16.0,0.253322
17.0,17.0,0.18594809
18.0,18.0,0.24740206
19.0,19.0,0.21597856
20.0,20.0,0.43595532
21.0,21.0,0.6627417
22.0,22.0,0.7702966
23.0,23.0,0.23614429
24.0,24.0,0.22326581
25.0,25.0,0.43532136
26.0,26.0,0.32243302
27.0,27.0,0.48169532
28.0,28.0,0.20602912
29.0,29.0,0.2197059
30.0,30.0,0.71819794
31.0,31.0,0.7043277
32.0,32.0,0.28270346
33.0,33.0,0.21483228
34.0,34.0,0.20222288
35.0,35.0,0.73425096
36.0,36.0,0.82318103
37.0,37.0,0.64566463
38.0,38.0,0.48067105
39.0,39.0,0.13817099
40.0,40.0,0.20569754
41.0,41.0,0.17292233
42.0,42.0,0.5183985
43.0,43.0,0.81595653
44.0,44.0,0.2671295
45.0,45.0,0.27343923
46.0,46.0,0.8355404
47.0,47.0,0.19004643
48.0,48.0,0.20634963
49.0,49.0,0.39562634
50.0,50.0,0.79652625
51.0,51.0,0.36338586
52.0,52.0,0.28410155
53.0,53.0,0.24255124
54.0,54.0,0.900086
55.0,55.0,0.20288058
56.0,56.0,0.8635213
57.0,57.0,0.29065663
58.0,58.0,0.3527532
59.0,59.0,0.82892036
60.0,60.0,0.13805161
61.0,61.0,0.7171547
62.0,62.0,0.2649328
63.0,63.0,0.7830215
64.0,64.0,0.19444194
65.0,65.0,0.37623388
66.0,66.0,0.5972799
67.0,67.0,0.6576238
68.0,68.0,0.7800553
69.0,69.0,0.23985203
70.0,70.0,0.47755736
71.0,71.0,0.24820958
72.0,72.0,0.47995842
73.0,73.0,0.53120905
74.0,74.0,0.75824153
75.0,75.0,0.13186058
76.0,76.0,0.22812265
77.0,77.0,0.28165072
78.0,78.0,0.21056077
79.0,79.0,0.17204992
80.0,80.0,0.76807815
81.0,81.0,0.7142013
82.0,82.0,0.8678752
83.0,83.0,0.1739818
84.0,84.0,0.7900244
85.0,85.0,0.2931778
86.0,86.0,0.20514017
87.0,87.0,0.60072
88.0,88.0,0.44343236
89.0,89.0,0.19219719
90.0,90.0,0.25139028
91.0,91.0,0.36727282
92.0,92.0,0.52463394
93.0,93.0,0.5957772
94.0,94.0,0.8867531
95.0,95.0,0.46913964
96.0,96.0,0.7710599
97.0,97.0,0.21268582
98.0,98.0,0.6184111
99.0,99.0,0.18509552
100.0,100.0,0.28479883
101.0,101.0,0.92251223
102.0,102.0,0.21622509
103.0,103.0,0.39373726
104.0,104.0,0.41516116
105.0,105.0,0.33884773
106.0,106.0,0.4328178
