x,y,species min
384.0,384.0,0.64699316
385.0,385.0,0.42280108
386.0,386.0,0.92897207
387.0,387.0,0.17352319
388.0,388.0,0.15303685
389.0,389.0,0.18911631
390.0,390.0,0.50348675
391.0,391.0,0.12321223
392.0,392.0,0.803761
393.0,393.0,0.74566704
394.0,394.0,0.6023728
395.0,395.0,0.5233471
396.0,396.0,0.6118725
397.0,397.0,0.72728467
398.0,398.0,0.19813956
399.0,399.0,0.71343344
400.0,400.0,0.32546666
401.0,401.0,0.08697506
402.0,402.0,0.2099832
403.0,403.0,0.13137569
404.0,404.0,0.6262787
405.0,405.0,0.73106724
406.0,406.0,0.44323155
407.0,407.0,0.8634468
408.0,408.0,0.1220769
409.0,409.0,0.44314417
410.0,410.0,0.8234652
411.0,411.0,0.8674166
412.0,412.0,0.15776865
413.0,413.0,0.7891368
414.0,414.0,0.148187
415.0,415.0,0.61384624
416.0,416.0,0.9432832
417.0,417.0,0.36927536
418.0,418.0,0.17815134
419.0,419.0,0.33199012
420.0,420.0,0.15680686
421.0,421.0,0.23264873
422.0,422.0,0.57680833
423.0,423.0,0.14468479
424.0,424.0,0.8200491
425.0,425.0,0.084733926
426.0,426.0,0.73716486
427.0,427.0,0.2159863
428.0,428.0,0.1400078
429.0,429.0,0.20454639
430.0,430.0,0.24443638
431.0,431.0,0.14257655
432.0,432.0,0.2157485
433.0,433.0,0.099444784
434.0,434.0,0.21622835
435.0,435.0,0.62408096
436.0,436.0,0.862839
437.0,437.0,0.13422689
438.0,438.0,0.15449183
439.0,439.0,0.6988217
440.0,440.0,0.08691906
441.0,441.0,0.36067462
442.0,442.0,0.32978505
443.0,443.0,0.77426285
444.0,444.0,0.15065274
445.0,445.0,0.12527497
446.0,446.0,0.1811584
447.0,447.0,0.22834414
448.0,448.0,0.08002877
449.0,449.0,0.49640152
450.0,450.0,0.6799749
451.0,451.0,0.85214376
452.0,452.0,0.1657842
453.0,453.0,0.16569859
454.0,454.0,0.5101267
455.0,455.0,0.11567202
456.0,456.0,0.12142512
457.0,457.0,0.80551326
458.0,458.0,0.16956505
459.0,459.0,0.25097716
460.0,460.0,0.55222005
461.0,461.0,0.91082406
462.0,462.0,0.97494155
463.0,463.0,0.56820476
464.0,464.0,0.19426318
465.0,465.0,0.7163384
466.0,466.0,0.124639705
467.0,467.0,0.9617047
468.0,468.0,0.095801234
469.0,469.0,0.1259833
470.0,470.0,0.34047887
471.0,471.0,0.51551
472.0,472.0,0.08575294
473.0,473.0,0.22608115
474.0,474.0,0.2044134
475.0,475.0,0.19482626
476.0,476.0,0.12600555
477.0,477.0,0.11926611
478.0,478.0,0.6645992
479.0,479.0,0.4825852
480.0,480.0,0.16118433
481.0,481.0,0.5991787
482.0,482.0,0.5136253
483.0,483.0,0.110595964
484.0,484.0,0.29472828
485.0,485.0,0.10970104
486.0,486.0,0.6592112
487.0,487.0,0.43861005
488.0,488.0,0.16442569
489.0,489.0,0.21451092
490.0,490.0,0.32384133
491.0,491.0,0.12093224
492.0,492.0,0.36137372
493.0,493.0,0.29566324
494.0,494.0,0.79125935
495.0,495.0,0.2637589
496.0,496.0,0.13724408
497.0,497.0,0.8906862
498.0,498.0,0.1147278
499.0,499.0,0.12449377
500.0,500.0,0.5391761
501.0,501.0,0.56378025
502.0,502.0,0.24812296
503.0,503.0,0.5439367
504.0,504.0,0.77880055
505.0,505.0,0.14586218
506.0,506.0,0.8875728
507.0,507.0,0.7312947
508.0,508.0,0.43179163
509.0,509.0,0.24412428
510.0,510.0,0.7712331
511.0,511.0,0.4782792
512.0,512.0,0.71748316
513.0,513.0,0.4090112
514.0,514.0,0.36414456
515.0,515.0,0.18118463
516.0,516.0,0.15501438
517.0,517.0,0.897988
518.0,518.0,0.43946236
519.0,519.0,0.20835385
520.0,520.0,0.3566879
521.0,521.0,0.7648361
522.0,522.0,0.4602587
523.0,523.0,0.5616563
524.0,524.0,0.65115553
525.0,525.0,0.13428019
526.0,526.0,0.20322807
527.0,527.0,0.8910914
