x,y,species median
1.0,1.0,0.34448847
2.0,2.0,0.1999418
3.0,3.0,0.49975982
4.0,4.0,0.78572804
5.0,5.0,0.5450344
6.0,6.0,0.48628104
7.0,7.0,0.41448653
8.0,8.0,0.17391749
9.0,9.0,0.59285855
10.0,10.0,0.250879
11.0,11.0,0.6047849
12.0,12.0,0.3711151
13.0,13.0,0.64982045
14.0,14.0,0.19096693
15.0,15.0,0.40370622
16.0,16.0,0.32733575
17.0,17.0,0.47626543
18.0,18.0,0.48804542
19.0,19.0,0.5321867
20.0,20.0,0.5921928
21.0,21.0,0.14530838
22.0,22.0,0.5432518
23.0,23.0,0.60416144
24.0,24.0,0.12588122
25.0,25.0,0.529768
26.0,26.0,0.7329444
27.0,27.0,0.3799401
28.0,28.0,0.677026
29.0,29.0,0.4391341
30.0,30.0,0.64175266
31.0,31.0,0.31008887
32.0,32.0,0.7423464
33.0,33.0,0.8044204
34.0,34.0,0.16922987
35.0,35.0,0.71992743
36.0,36.0,0.649978
37.0,37.0,0.62270427
38.0,38.0,0.2756823
39.0,39.0,0.6699028
40.0,40.0,0.07223031
41.0,41.0,0.7550148
42.0,42.0,0.16191
43.0,43.0,0.3984069
44.0,44.0,0.5276742
45.0,45.0,0.506501
46.0,46.0,0.1983804
47.0,47.0,0.11834344
48.0,48.0,0.4497523
49.0,49.0,0.2826695
50.0,50.0,0.64128816
51.0,51.0,0.371852
52.0,52.0,0.67387146
53.0,53.0,0.63513553
54.0,54.0,0.8138857
55.0,55.0,0.49839398
56.0,56.0,0.38415167
57.0,57.0,0.6851961
58.0,58.0,0.5756603
59.0,59.0,0.7117101
60.0,60.0,0.34795696
61.0,61.0,0.33838728
62.0,62.0,0.3187087
63.0,63.0,0.35403273
64.0,64.0,0.7443052
65.0,65.0,0.7393972
66.0,66.0,0.3430084
67.0,67.0,0.10639601
68.0,68.0,0.56654024
69.0,69.0,0.71195334
70.0,70.0,0.23467453
71.0,71.0,0.45093828
72.0,72.0,0.79681695
73.0,73.0,0.17819765
74.0,74.0,0.5249369
75.0,75.0,0.7910928
76.0,76.0,0.76112515
77.0,77.0,0.38835657
78.0,78.0,0.7186179
79.0,79.0,0.122727185
80.0,80.0,0.08435635
81.0,81.0,0.2684132
82.0,82.0,0.20116538
83.0,83.0,0.7658461
84.0,84.0,0.36832
85.0,85.0,0.13477747
86.0,86.0,0.26234505
87.0,87.0,0.54819167
88.0,88.0,0.5325072
89.0,89.0,0.6421817
90.0,90.0,0.7057651
91.0,91.0,0.25080293
92.0,92.0,0.68481183
93.0,93.0,0.69761956
94.0,94.0,0.18801104
95.0,95.0,0.436452
96.0,96.0,0.19192997
97.0,97.0,0.8056757
98.0,98.0,0.25048402
99.0,99.0,0.46348548
100.0,100.0,0.430351
101.0,101.0,0.68289024
102.0,102.0,0.7092192
103.0,103.0,0.77690464
104.0,104.0,0.27063677
105.0,105.0,0.77411497
106.0,106.0,0.5605805
107.0,107.0,0.7991085
108.0,108.0,0.70254034
109.0,109.0,0.111817285
110.0,110.0,0.3325633
111.0,111.0,0.31540686
112.0,112.0,0.65497583
113.0,113.0,0.58546907
114.0,114.0,0.7497265
115.0,115.0,0.4724307
116.0,116.0,0.23870741
117.0,117.0,0.6994991
118.0,118.0,0.5004926
119.0,119.0,0.4616539
120.0,120.0,0.66420484
121.0,121.0,0.1311729
122.0,122.0,0.30055493
123.0,123.0,0.5504272
124.0,124.0,0.7997313
125.0,125.0,0.6280735
126.0,126.0,0.63661945
127.0,127.0,0.7265974
128.0,128.0,0.69358504
129.0,129.0,0.73162264
130.0,130.0,0.0927176
131.0,131.0,0.6985913
132.0,132.0,0.8450339
133.0,133.0,0.62904394
134.0,134.0,0.7674659
135.0,135.0,0.20774026
136.0,136.0,0.46932942
137.0,137.0,0.5633125
138.0,138.0,0.73969036
139.0,139.0,0.27552584
140.0,140.0,0.15262966
141.0,141.0,0.818194
142.0,142.0,0.8230969
143.0,143.0,0.37984312
144.0,144.0,0.2208643
145.0,145.0,0.41862643
146.0,146.0,0.11629314
147.0,147.0,0.6450291
148.0,148.0,0.76014537
149.0,149.0,0.21907702
150.0,150.0,0.6619314
151.0,151.0,0.16483885
152.0,152.0,0.6367244
153.0,153.0,0.7687345
154.0,154.0,0.6849477
155.0,155.0,0.42414936
156.0,156.0,0.75987196
157.0,157.0,0.6264622
158.0,158.0,0.7780508
159.0,159.0,0.62460285
160.0,160.0,0.6120923
161.0,161.0,0.7785579
162.0,162.0,0.6574663
163.0,163.0,0.80850464
164.0,164.0,0.74169236
165.0,165.0,0.6170762
166.0,166.0,0.4862271
167.0,167.0,0.5317325
168.0,168.0,0.5565915
169.0,169.0,0.5754768
170.0,170.0,0.6612591
171.0,171.0,0.6202513
172.0,172.0,0.8253271
173.0,173.0,0.30687565
174.0,174.0,0.44737306
175.0,175.0,0.082683116
176.0,176.0,0.24928185
177.0,177.0,0.63018405
178.0,178.0,0.28503156
179.0,179.0,0.59738237
180.0,180.0,0.62848234
181.0,181.0,0.7468379
182.0,182.0,0.13861744
183.0,183.0,0.7286901
184.0,184.0,0.58692074
185.0,185.0,0.522226
186.0,186.0,0.5579427
187.0,187.0,0.81965506
188.0,188.0,0.75501627
