"variable","x","y.averages"
"tdmean11",-7.97980051040649,0.35483686029911
"tdmean11",-7.9220613067627,0.35483686029911
"tdmean11",-7.8643221031189,0.35483686029911
"tdmean11",-7.8065828994751,0.35483686029911
"tdmean11",-7.7488436958313,0.35483686029911
"tdmean11",-7.6911044921875,0.35483686029911
"tdmean11",-7.6333652885437,0.35483686029911
"tdmean11",-7.5756260848999,0.35483686029911
"tdmean11",-7.5178868812561,0.35483686029911
"tdmean11",-7.46014767761231,0.35483686029911
"tdmean11",-7.40240847396851,0.35483686029911
"tdmean11",-7.34466927032471,0.35483686029911
"tdmean11",-7.28693006668091,0.35483686029911
"tdmean11",-7.22919086303711,0.35483686029911
"tdmean11",-7.17145165939331,0.35483686029911
"tdmean11",-7.11371245574951,0.35483686029911
"tdmean11",-7.05597325210571,0.35483686029911
"tdmean11",-6.99823404846191,0.35483686029911
"tdmean11",-6.94049484481812,0.35483686029911
"tdmean11",-6.88275564117432,0.35483686029911
"tdmean11",-6.82501643753052,0.35483686029911
"tdmean11",-6.76727723388672,0.35483686029911
"tdmean11",-6.70953803024292,0.35483686029911
"tdmean11",-6.65179882659912,0.35483686029911
"tdmean11",-6.59405962295532,0.35483686029911
"tdmean11",-6.53632041931152,0.35483686029911
"tdmean11",-6.47858121566772,0.35483686029911
"tdmean11",-6.42084201202392,0.35483686029911
"tdmean11",-6.36310280838013,0.35483686029911
"tdmean11",-6.30536360473633,0.35483686029911
"tdmean11",-6.24762440109253,0.35483686029911
"tdmean11",-6.18988519744873,0.35483686029911
"tdmean11",-6.13214599380493,0.35483686029911
"tdmean11",-6.07440679016113,0.35483686029911
"tdmean11",-6.01666758651733,0.35483686029911
"tdmean11",-5.95892838287353,0.35483686029911
"tdmean11",-5.90118917922973,0.35483686029911
"tdmean11",-5.84344997558594,0.35483686029911
"tdmean11",-5.78571077194214,0.35483686029911
"tdmean11",-5.72797156829834,0.35483686029911
"tdmean11",-5.67023236465454,0.35483686029911
"tdmean11",-5.61249316101074,0.35483686029911
"tdmean11",-5.55475395736694,0.355185040831566
"tdmean11",-5.49701475372314,0.356231105327606
"tdmean11",-5.43927555007934,0.357279449701309
"tdmean11",-5.38153634643554,0.358330109715462
"tdmean11",-5.32379714279175,0.359383061528206
"tdmean11",-5.26605793914795,0.360438311100006
"tdmean11",-5.20831873550415,0.361495849490166
"tdmean11",-5.15057953186035,0.362555685639381
"tdmean11",-5.09284032821655,0.363617813587189
"tdmean11",-5.03510112457275,0.364682224392891
"tdmean11",-4.97736192092895,0.365748918056488
"tdmean11",-4.91962271728515,0.366817906498909
"tdmean11",-4.86188351364135,0.367889180779457
"tdmean11",-4.80414430999756,0.368962734937668
"tdmean11",-4.74640510635376,0.370038568973541
"tdmean11",-4.68866590270996,0.37111668586731
