x,y,species min
1.0,1.0,0.7379121
2.0,2.0,0.5677914
3.0,3.0,0.01733585
4.0,4.0,0.3041917
5.0,5.0,0.1041872
6.0,6.0,0.047647245
7.0,7.0,0.71632326
8.0,8.0,0.20711961
9.0,9.0,0.080966614
10.0,10.0,0.738153
11.0,11.0,0.4364749
12.0,12.0,0.55827117
13.0,13.0,0.13921084
14.0,14.0,0.23410928
15.0,15.0,0.021242803
16.0,16.0,0.02689572
17.0,17.0,0.4965907
18.0,18.0,0.3873492
19.0,19.0,0.1555593
20.0,20.0,0.50207514
21.0,21.0,0.48831132
22.0,22.0,0.39461726
23.0,23.0,0.8302929
24.0,24.0,0.6037676
25.0,25.0,0.65365994
26.0,26.0,0.64120233
27.0,27.0,0.099162325
28.0,28.0,0.5357913
29.0,29.0,0.22387359
30.0,30.0,0.6784892
31.0,31.0,0.31300336
32.0,32.0,0.4907049
33.0,33.0,0.038598336
34.0,34.0,0.59907633
35.0,35.0,0.3998905
36.0,36.0,0.53427374
37.0,37.0,0.43579993
38.0,38.0,0.0927257
39.0,39.0,0.58813983
40.0,40.0,0.3498548
41.0,41.0,0.7358611
42.0,42.0,0.6924112
43.0,43.0,0.41960493
44.0,44.0,0.21663415
45.0,45.0,0.23029292
46.0,46.0,0.37939107
47.0,47.0,0.7551725
48.0,48.0,0.512343
49.0,49.0,0.49626794
50.0,50.0,0.12931082
51.0,51.0,0.8062007
52.0,52.0,0.3258734
53.0,53.0,0.3684207
54.0,54.0,0.42541823
55.0,55.0,0.52960694
56.0,56.0,0.029257992
57.0,57.0,0.19844128
58.0,58.0,0.57734025
59.0,59.0,0.63798493
60.0,60.0,0.7419901
61.0,61.0,0.06669578
62.0,62.0,0.72518873
63.0,63.0,0.36907727
64.0,64.0,0.21792735
65.0,65.0,0.5897403
66.0,66.0,0.6120616
67.0,67.0,0.5046876
68.0,68.0,0.56514466
69.0,69.0,0.620185
70.0,70.0,0.6307639
71.0,71.0,0.027739055
72.0,72.0,0.64181095
73.0,73.0,0.70726115
74.0,74.0,0.6922807
75.0,75.0,0.43603608
76.0,76.0,0.6868945
77.0,77.0,0.7683956
78.0,78.0,0.7457156
79.0,79.0,0.53622067
80.0,80.0,0.8017089
81.0,81.0,0.10106374
82.0,82.0,0.4204686
83.0,83.0,0.5347244
84.0,84.0,0.513174
85.0,85.0,0.03662316
86.0,86.0,0.50568527
87.0,87.0,0.37957978
88.0,88.0,0.46892294
89.0,89.0,0.34343156
90.0,90.0,0.50937533
91.0,91.0,0.75970674
92.0,92.0,0.021246912
93.0,93.0,0.30269808
94.0,94.0,0.43843064
95.0,95.0,0.23590277
96.0,96.0,0.49284035
97.0,97.0,0.7294197
98.0,98.0,0.78629756
99.0,99.0,0.03157403
100.0,100.0,0.76535577
101.0,101.0,0.7862526
102.0,102.0,0.18040723
103.0,103.0,0.25446424
104.0,104.0,0.051577855
105.0,105.0,0.4422226
106.0,106.0,0.7099668
107.0,107.0,0.015975688
108.0,108.0,0.54531884
109.0,109.0,0.6660887
110.0,110.0,0.29918566
111.0,111.0,0.33162645
112.0,112.0,0.69198513
113.0,113.0,0.761383
114.0,114.0,0.81202805
115.0,115.0,0.017796122
116.0,116.0,0.62516904
117.0,117.0,0.7075112
118.0,118.0,0.60561246
119.0,119.0,0.69926566
120.0,120.0,0.35754266
121.0,121.0,0.51471734
122.0,122.0,0.047660217
123.0,123.0,0.7365998
124.0,124.0,0.36394098
125.0,125.0,0.13463795
126.0,126.0,0.0090737
127.0,127.0,0.028284451
128.0,128.0,0.59888387
129.0,129.0,0.20512263
130.0,130.0,0.06484674
131.0,131.0,0.4172917
132.0,132.0,0.35377383
133.0,133.0,0.70467263
134.0,134.0,0.55319405
135.0,135.0,0.34867975
136.0,136.0,0.70970607
137.0,137.0,0.19621815
138.0,138.0,0.034356706
139.0,139.0,0.05042541
140.0,140.0,0.27370235
141.0,141.0,0.21438226
142.0,142.0,0.27960056
143.0,143.0,0.42361638
144.0,144.0,0.77307487
145.0,145.0,0.1534615
146.0,146.0,0.030089125
147.0,147.0,0.09828879
148.0,148.0,0.6168104
149.0,149.0,0.23832667
150.0,150.0,0.66469246
151.0,151.0,0.628785
152.0,152.0,0.52141345
153.0,153.0,0.080008194
154.0,154.0,0.26852784
155.0,155.0,0.5198728
156.0,156.0,0.46137637
157.0,157.0,0.4434026
158.0,158.0,0.75271475
159.0,159.0,0.53047085
160.0,160.0,0.5662161
161.0,161.0,0.10970041
162.0,162.0,0.7044564
163.0,163.0,0.7546316
164.0,164.0,0.031279035
165.0,165.0,0.59641
166.0,166.0,0.058482893
167.0,167.0,0.5872518
168.0,168.0,0.37286744
169.0,169.0,0.3905471
170.0,170.0,0.5845892
171.0,171.0,0.60340554
172.0,172.0,0.52626836
173.0,173.0,0.25995964
174.0,174.0,0.6066113
175.0,175.0,0.65705913
176.0,176.0,0.36624005
177.0,177.0,0.72893804
178.0,178.0,0.6181069
179.0,179.0,0.63288504
180.0,180.0,0.20958087
181.0,181.0,0.30331403
182.0,182.0,0.6186159
183.0,183.0,0.58816296
184.0,184.0,0.68101573
185.0,185.0,0.21689914
186.0,186.0,0.31034052
187.0,187.0,0.56899846
188.0,188.0,0.11616501
189.0,189.0,0.64780545
190.0,190.0,0.48565805
191.0,191.0,0.56640524
192.0,192.0,0.7101405
193.0,193.0,0.071702406
