x,y,species median
1.0,1.0,0.7175248
2.0,2.0,0.8822138
3.0,3.0,0.45953465
4.0,4.0,0.52925885
5.0,5.0,0.48491725
6.0,6.0,0.48816225
7.0,7.0,0.6022031
8.0,8.0,0.44820717
9.0,9.0,0.59608996
10.0,10.0,0.52695966
11.0,11.0,0.86859524
12.0,12.0,0.49022934
13.0,13.0,0.43135566
14.0,14.0,0.4484613
15.0,15.0,0.4773491
16.0,16.0,0.7413177
17.0,17.0,0.8203547
18.0,18.0,0.396073
19.0,19.0,0.6150943
20.0,20.0,0.5539105
21.0,21.0,0.6056426
22.0,22.0,0.47717363
23.0,23.0,0.6752767
24.0,24.0,0.48433605
25.0,25.0,0.7249992
26.0,26.0,0.41434407
27.0,27.0,0.5109011
28.0,28.0,0.68086475
29.0,29.0,0.3201205
30.0,30.0,0.39199254
31.0,31.0,0.7557118
32.0,32.0,0.71187145
33.0,33.0,0.47787377
34.0,34.0,0.6416142
35.0,35.0,0.6496963
36.0,36.0,0.4171034
37.0,37.0,0.4618181
38.0,38.0,0.72081083
39.0,39.0,0.5557227
40.0,40.0,0.73872906
41.0,41.0,0.8224008
42.0,42.0,0.73385704
43.0,43.0,0.43814895
44.0,44.0,0.89167714
45.0,45.0,0.4609322
46.0,46.0,0.37844977
47.0,47.0,0.45083824
48.0,48.0,0.38381082
49.0,49.0,0.3515563
50.0,50.0,0.4438773
51.0,51.0,0.36548874
52.0,52.0,0.524686
53.0,53.0,0.62067795
54.0,54.0,0.49126303
55.0,55.0,0.4154077
56.0,56.0,0.49859694
57.0,57.0,0.2937676
58.0,58.0,0.67565596
59.0,59.0,0.36697507
60.0,60.0,0.7285951
61.0,61.0,0.6250883
62.0,62.0,0.6682259
63.0,63.0,0.6740907
64.0,64.0,0.73410726
65.0,65.0,0.7353595
66.0,66.0,0.71171224
67.0,67.0,0.59550136
68.0,68.0,0.55860513
69.0,69.0,0.51659834
70.0,70.0,0.4288552
71.0,71.0,0.5940075
72.0,72.0,0.46400726
73.0,73.0,0.5339404
74.0,74.0,0.88654524
75.0,75.0,0.5350978
76.0,76.0,0.7805536
77.0,77.0,0.478909
78.0,78.0,0.43647954
79.0,79.0,0.70686585
80.0,80.0,0.7226725
81.0,81.0,0.36317068
82.0,82.0,0.47624806
83.0,83.0,0.47892115
84.0,84.0,0.36026046
85.0,85.0,0.64462763
86.0,86.0,0.68600917
87.0,87.0,0.70698106
88.0,88.0,0.43708938
89.0,89.0,0.5149899
90.0,90.0,0.35292664
91.0,91.0,0.5590723
92.0,92.0,0.41841638
93.0,93.0,0.4075289
94.0,94.0,0.43095025
95.0,95.0,0.71621436
96.0,96.0,0.5866495
97.0,97.0,0.58110994
98.0,98.0,0.3879426
99.0,99.0,0.3953122
100.0,100.0,0.68247277
101.0,101.0,0.41556463
102.0,102.0,0.6000354
