x,y,species min
1.0,1.0,0.44070247
2.0,2.0,0.19732505
3.0,3.0,0.30073786
4.0,4.0,0.29616213
5.0,5.0,0.58139163
6.0,6.0,0.6196218
7.0,7.0,0.74864453
8.0,8.0,0.5848735
9.0,9.0,0.4343355
10.0,10.0,0.5399511
11.0,11.0,0.13658687
12.0,12.0,0.13685083
13.0,13.0,0.19340946
14.0,14.0,0.55707556
15.0,15.0,0.25963742
16.0,16.0,0.5486261
17.0,17.0,0.6167704
18.0,18.0,0.6706875
19.0,19.0,0.54667395
20.0,20.0,0.5424153
21.0,21.0,0.20779356
22.0,22.0,0.62967306
23.0,23.0,0.22347747
24.0,24.0,0.16743419
25.0,25.0,0.7063926
26.0,26.0,0.7663229
27.0,27.0,0.31370163
28.0,28.0,0.17032596
29.0,29.0,0.5833524
30.0,30.0,0.7654142
31.0,31.0,0.1936347
32.0,32.0,0.79771817
33.0,33.0,0.19239303
34.0,34.0,0.7142506
35.0,35.0,0.5777456
36.0,36.0,0.23344138
37.0,37.0,0.43988523
38.0,38.0,0.19607382
39.0,39.0,0.3046721
40.0,40.0,0.77626693
41.0,41.0,0.63316476
42.0,42.0,0.28259352
43.0,43.0,0.2518434
44.0,44.0,0.25161275
45.0,45.0,0.70439076
46.0,46.0,0.2315636
47.0,47.0,0.30343714
48.0,48.0,0.45858404
49.0,49.0,0.6975434
50.0,50.0,0.58756286
51.0,51.0,0.1441863
52.0,52.0,0.2348107
53.0,53.0,0.2815736
54.0,54.0,0.42598495
55.0,55.0,0.3118824
56.0,56.0,0.36608195
57.0,57.0,0.45973438
58.0,58.0,0.31873205
59.0,59.0,0.7551237
60.0,60.0,0.7050942
61.0,61.0,0.73690885
62.0,62.0,0.4400828
63.0,63.0,0.6673537
64.0,64.0,0.67340714
65.0,65.0,0.1765384
66.0,66.0,0.6829904
67.0,67.0,0.23642045
68.0,68.0,0.55849123
69.0,69.0,0.27286404
70.0,70.0,0.6967535
71.0,71.0,0.22298203
72.0,72.0,0.7315953
73.0,73.0,0.5881602
74.0,74.0,0.2608749
75.0,75.0,0.6100998
76.0,76.0,0.6989885
77.0,77.0,0.6364122
78.0,78.0,0.72653306
79.0,79.0,0.22827086
80.0,80.0,0.2814118
81.0,81.0,0.59775656
82.0,82.0,0.7672614
83.0,83.0,0.73577815
84.0,84.0,0.6743928
85.0,85.0,0.53241056
86.0,86.0,0.734134
87.0,87.0,0.41687882
88.0,88.0,0.2516305
89.0,89.0,0.41788217
90.0,90.0,0.38249874
91.0,91.0,0.2684549
92.0,92.0,0.6577383
93.0,93.0,0.60792875
94.0,94.0,0.14945191
95.0,95.0,0.2925113
96.0,96.0,0.58231884
97.0,97.0,0.6731017
98.0,98.0,0.76938045
99.0,99.0,0.2731925
100.0,100.0,0.662592
101.0,101.0,0.15361401
102.0,102.0,0.20487511
103.0,103.0,0.2634277
104.0,104.0,0.26680988
105.0,105.0,0.43563926
106.0,106.0,0.7399437
107.0,107.0,0.30071062
108.0,108.0,0.74279237
109.0,109.0,0.39607814
110.0,110.0,0.18654339
111.0,111.0,0.44512776
112.0,112.0,0.71504724
113.0,113.0,0.21424362
114.0,114.0,0.60030913
115.0,115.0,0.4398145
116.0,116.0,0.45192432
117.0,117.0,0.30804124
118.0,118.0,0.5488838
119.0,119.0,0.43664274
120.0,120.0,0.16078696
121.0,121.0,0.21081574
122.0,122.0,0.33697584
123.0,123.0,0.77711606
124.0,124.0,0.71017295
125.0,125.0,0.59562445
126.0,126.0,0.48446006
127.0,127.0,0.7168385
128.0,128.0,0.2149294
129.0,129.0,0.5788534
130.0,130.0,0.54601276
131.0,131.0,0.5345491
132.0,132.0,0.6784284
133.0,133.0,0.58013713
134.0,134.0,0.6519326
135.0,135.0,0.2548747
136.0,136.0,0.22122884
137.0,137.0,0.6594845
138.0,138.0,0.2193574
139.0,139.0,0.7823093
140.0,140.0,0.25419253
141.0,141.0,0.36719066
142.0,142.0,0.65595835
143.0,143.0,0.50121474
144.0,144.0,0.4456415
145.0,145.0,0.22698444
146.0,146.0,0.22571495
147.0,147.0,0.3738725
148.0,148.0,0.743189
149.0,149.0,0.3620036
150.0,150.0,0.34142417
151.0,151.0,0.17422904
152.0,152.0,0.30295473
153.0,153.0,0.39203906
154.0,154.0,0.7796505
155.0,155.0,0.7299479
156.0,156.0,0.5410448
157.0,157.0,0.7312043
158.0,158.0,0.20294432
159.0,159.0,0.39158037
160.0,160.0,0.4671219
161.0,161.0,0.70884705
162.0,162.0,0.19535309
163.0,163.0,0.6041259
164.0,164.0,0.24239963
165.0,165.0,0.3851218
166.0,166.0,0.4354252
167.0,167.0,0.24480866
168.0,168.0,0.24138337
169.0,169.0,0.1514687
170.0,170.0,0.18060483
171.0,171.0,0.23440363
172.0,172.0,0.67180675
173.0,173.0,0.5417169
174.0,174.0,0.22882539
175.0,175.0,0.69355655
176.0,176.0,0.6634675
177.0,177.0,0.3217803
178.0,178.0,0.29093814
179.0,179.0,0.3260466
180.0,180.0,0.2686211
181.0,181.0,0.51457506
182.0,182.0,0.5510965
183.0,183.0,0.27874747
184.0,184.0,0.2320438
185.0,185.0,0.5998898
186.0,186.0,0.59020483
187.0,187.0,0.766172
188.0,188.0,0.41775915
189.0,189.0,0.43957862
190.0,190.0,0.7462888
191.0,191.0,0.4613643
192.0,192.0,0.6477344
193.0,193.0,0.5583175
194.0,194.0,0.14201689
195.0,195.0,0.17455669
196.0,196.0,0.7425507
197.0,197.0,0.40858617
198.0,198.0,0.47154078
199.0,199.0,0.4836725
200.0,200.0,0.5981658
201.0,201.0,0.46602878
202.0,202.0,0.18611822
203.0,203.0,0.722514
204.0,204.0,0.30676585
205.0,205.0,0.2219443
206.0,206.0,0.25648364
207.0,207.0,0.16182142
208.0,208.0,0.76529217
209.0,209.0,0.60475236
210.0,210.0,0.23456712
211.0,211.0,0.5333955
212.0,212.0,0.3658589
213.0,213.0,0.36850458
214.0,214.0,0.16688491
215.0,215.0,0.37764472
216.0,216.0,0.2738292
217.0,217.0,0.30039948
218.0,218.0,0.2802168
219.0,219.0,0.5083867
220.0,220.0,0.21068507
221.0,221.0,0.37637553
222.0,222.0,0.648422
223.0,223.0,0.55436164
224.0,224.0,0.5564696
225.0,225.0,0.7810731
226.0,226.0,0.76171607
227.0,227.0,0.6443689
228.0,228.0,0.7106766
229.0,229.0,0.776532
230.0,230.0,0.26883104
231.0,231.0,0.21863854
232.0,232.0,0.48103184
233.0,233.0,0.4865563
234.0,234.0,0.25099483
235.0,235.0,0.5772595
236.0,236.0,0.27567017
237.0,237.0,0.6456011
238.0,238.0,0.58371353
239.0,239.0,0.5316843
240.0,240.0,0.16767684
241.0,241.0,0.36123073
242.0,242.0,0.64568454
243.0,243.0,0.20846492
244.0,244.0,0.6649985
245.0,245.0,0.5899393
