x,y,species cloglog values
1.0,1.0,0.8026737
2.0,2.0,0.8187156
3.0,3.0,0.788737
4.0,4.0,0.7144851
5.0,5.0,0.6420123
6.0,6.0,0.59405696
7.0,7.0,0.36108407
8.0,8.0,0.63706845
9.0,9.0,0.6968482
10.0,10.0,0.3899466
11.0,11.0,0.47452092
12.0,12.0,0.44892162
13.0,13.0,0.8311026
14.0,14.0,0.6059826
15.0,15.0,0.41064286
16.0,16.0,0.5921198
17.0,17.0,0.44408348
18.0,18.0,0.66113144
19.0,19.0,0.54201883
20.0,20.0,0.5789997
21.0,21.0,0.4463275
22.0,22.0,0.82709473
23.0,23.0,0.5207418
24.0,24.0,0.43453822
25.0,25.0,0.4512683
26.0,26.0,0.5274616
27.0,27.0,0.5397636
28.0,28.0,0.84583837
29.0,29.0,0.6322067
30.0,30.0,0.4961824
31.0,31.0,0.5526793
32.0,32.0,0.6738934
33.0,33.0,0.589989
34.0,34.0,0.40076593
35.0,35.0,0.7401687
36.0,36.0,0.41967678
37.0,37.0,0.48699123
38.0,38.0,0.63769096
39.0,39.0,0.74860406
40.0,40.0,0.720383
41.0,41.0,0.50515574
42.0,42.0,0.42017582
43.0,43.0,0.6839593
44.0,44.0,0.4363389
45.0,45.0,0.51129663
46.0,46.0,0.5150929
47.0,47.0,0.6469942
48.0,48.0,0.8061282
49.0,49.0,0.48157462
50.0,50.0,0.4590997
51.0,51.0,0.86346203
52.0,52.0,0.6234318
53.0,53.0,0.53197914
54.0,54.0,0.66619986
55.0,55.0,0.5211874
56.0,56.0,0.47745872
57.0,57.0,0.65505314
58.0,58.0,0.7550668
59.0,59.0,0.7085479
60.0,60.0,0.48183292
61.0,61.0,0.5097277
62.0,62.0,0.43270847
63.0,63.0,0.58664125
64.0,64.0,0.58556837
65.0,65.0,0.45507336
66.0,66.0,0.43984607
67.0,67.0,0.47879142
68.0,68.0,0.63283765
69.0,69.0,0.59367377
70.0,70.0,0.4578778
71.0,71.0,0.6470373
72.0,72.0,0.50796396
73.0,73.0,0.37990832
74.0,74.0,0.43753
75.0,75.0,0.44595823
76.0,76.0,0.7740274
77.0,77.0,0.5440299
78.0,78.0,0.6829403
79.0,79.0,0.63745856
80.0,80.0,0.8139673
81.0,81.0,0.84338206
82.0,82.0,0.8080181
83.0,83.0,0.6596946
84.0,84.0,0.57873994
85.0,85.0,0.42217857
86.0,86.0,0.46613598
87.0,87.0,0.829193
88.0,88.0,0.49970037
89.0,89.0,0.59585464
90.0,90.0,0.4353841
91.0,91.0,0.3786311
92.0,92.0,0.6665636
93.0,93.0,0.42036983
94.0,94.0,0.4584578
95.0,95.0,0.82293016
96.0,96.0,0.5551043
97.0,97.0,0.6929427
98.0,98.0,0.41692695
99.0,99.0,0.81553215
100.0,100.0,0.3980184
101.0,101.0,0.46355206
102.0,102.0,0.5112619
103.0,103.0,0.60858047
104.0,104.0,0.6010887
105.0,105.0,0.42523932
106.0,106.0,0.44850224
107.0,107.0,0.6885064
108.0,108.0,0.56262136
109.0,109.0,0.36686495
110.0,110.0,0.4647079
111.0,111.0,0.5650144
112.0,112.0,0.37508574
113.0,113.0,0.5992176
114.0,114.0,0.48992106
115.0,115.0,0.85657144
116.0,116.0,0.4078331
117.0,117.0,0.67633176
118.0,118.0,0.54444534
119.0,119.0,0.39936993
120.0,120.0,0.6397912
121.0,121.0,0.46797383
122.0,122.0,0.6088887
123.0,123.0,0.5345701
124.0,124.0,0.6176213
125.0,125.0,0.82982326
126.0,126.0,0.63523036
127.0,127.0,0.62200916
128.0,128.0,0.546707
129.0,129.0,0.6829485
130.0,130.0,0.5845387
131.0,131.0,0.38639322
132.0,132.0,0.41714847
