"variable","x","y.averages"
"tdmean11",-8.51380052566528,0.610070705413818
"tdmean11",-8.45524532165527,0.610070705413818
"tdmean11",-8.39669011764526,0.610070705413818
"tdmean11",-8.33813491363525,0.610070705413818
"tdmean11",-8.27957970962524,0.610070705413818
"tdmean11",-8.22102450561523,0.610070705413818
"tdmean11",-8.16246930160522,0.610070705413818
"tdmean11",-8.10391409759522,0.610070705413818
"tdmean11",-8.0453588935852,0.610070705413818
"tdmean11",-7.9868036895752,0.610070705413818
"tdmean11",-7.92824848556519,0.610070705413818
"tdmean11",-7.86969328155518,0.610070705413818
"tdmean11",-7.81113807754517,0.610070705413818
"tdmean11",-7.75258287353516,0.610070705413818
"tdmean11",-7.69402766952515,0.610070705413818
"tdmean11",-7.63547246551514,0.610070705413818
"tdmean11",-7.57691726150513,0.610070705413818
"tdmean11",-7.51836205749512,0.610070705413818
"tdmean11",-7.45980685348511,0.610070705413818
"tdmean11",-7.4012516494751,0.610070705413818
"tdmean11",-7.34269644546509,0.610070705413818
"tdmean11",-7.28414124145508,0.610070705413818
"tdmean11",-7.22558603744507,0.610070705413818
"tdmean11",-7.16703083343506,0.610070705413818
"tdmean11",-7.10847562942505,0.610070705413818
"tdmean11",-7.04992042541504,0.610070705413818
"tdmean11",-6.99136522140503,0.610070705413818
"tdmean11",-6.93281001739502,0.610070705413818
"tdmean11",-6.87425481338501,0.610070705413818
"tdmean11",-6.815699609375,0.610070705413818
"tdmean11",-6.75714440536499,0.610070705413818
"tdmean11",-6.69858920135498,0.610070705413818
"tdmean11",-6.64003399734497,0.610070705413818
"tdmean11",-6.58147879333496,0.610070705413818
"tdmean11",-6.52292358932495,0.610070705413818
"tdmean11",-6.46436838531494,0.610070705413818
"tdmean11",-6.40581318130493,0.610070705413818
"tdmean11",-6.34725797729492,0.610070705413818
"tdmean11",-6.28870277328491,0.610070705413818
"tdmean11",-6.2301475692749,0.610070705413818
"tdmean11",-6.17159236526489,0.610070705413818
"tdmean11",-6.11303716125488,0.610070705413818
"tdmean11",-6.05448195724487,0.610103984673818
"tdmean11",-5.99592675323486,0.610203862190247
