x,y,species min
1.0,1.0,2.3497894E-4
2.0,2.0,1.9599183E-7
3.0,3.0,0.0030850398
4.0,4.0,3.9344492E-8
5.0,5.0,8.581852E-10
6.0,6.0,7.564102E-4
7.0,7.0,1.4947044E-11
8.0,8.0,0.074663624
9.0,9.0,0.15883428
10.0,10.0,9.0688815E-7
11.0,11.0,1.03262966E-4
12.0,12.0,2.0157744E-8
13.0,13.0,0.5109332
14.0,14.0,3.7311954E-10
15.0,15.0,2.4198927E-9
16.0,16.0,0.0028700097
17.0,17.0,9.764012E-5
18.0,18.0,0.44191802
19.0,19.0,3.6346685E-6
20.0,20.0,0.22330642
21.0,21.0,4.6555372E-4
22.0,22.0,4.0400248E-9
23.0,23.0,5.7104453E-6
24.0,24.0,0.9555572
25.0,25.0,2.1163848E-11
26.0,26.0,0.10483047
27.0,27.0,0.49597055
28.0,28.0,3.1856973E-10
29.0,29.0,0.027335124
30.0,30.0,0.0028800117
31.0,31.0,4.4967965E-8
32.0,32.0,0.11711677
33.0,33.0,2.6719254E-8
34.0,34.0,0.19614738
35.0,35.0,9.218589E-4
36.0,36.0,2.2153563E-5
37.0,37.0,2.078642E-8
38.0,38.0,0.0076709758
39.0,39.0,1.1457267E-6
40.0,40.0,0.960181
41.0,41.0,5.4846616E-5
42.0,42.0,0.5931133
43.0,43.0,0.0346805
44.0,44.0,0.28330848
45.0,45.0,2.7892907E-4
46.0,46.0,0.0029894037
47.0,47.0,0.019295126
48.0,48.0,2.231878E-10
49.0,49.0,7.525758E-12
50.0,50.0,0.8623168
51.0,51.0,8.666296E-4
52.0,52.0,0.7026202
53.0,53.0,6.696166E-11
54.0,54.0,6.617525E-5
55.0,55.0,1.6935423E-4
56.0,56.0,0.16520733
57.0,57.0,0.01995441
58.0,58.0,1.0588566E-8
59.0,59.0,6.569601E-4
60.0,60.0,1.2924882E-4
61.0,61.0,1.43863E-4
62.0,62.0,0.017429346
63.0,63.0,2.0449948E-5
64.0,64.0,0.13231856
65.0,65.0,2.5302534E-5
66.0,66.0,0.047626045
67.0,67.0,0.7437645
68.0,68.0,0.16192181
69.0,69.0,0.0033893867
70.0,70.0,5.3876213E-4
71.0,71.0,0.29099935
