x,y,species median
1.0,1.0,0.014745247
2.0,2.0,2.0545066E-4
3.0,3.0,0.03607814
4.0,4.0,1.3704466E-4
5.0,5.0,3.2332908E-5
6.0,6.0,0.032614868
7.0,7.0,1.5079726E-6
8.0,8.0,0.27854022
9.0,9.0,0.24184352
10.0,10.0,5.826304E-4
11.0,11.0,0.0054282164
12.0,12.0,5.7036577E-5
13.0,13.0,0.65442455
14.0,14.0,1.8735684E-5
15.0,15.0,2.5037294E-5
16.0,16.0,0.029091418
17.0,17.0,0.0074427947
18.0,18.0,0.6012253
19.0,19.0,0.0011032049
20.0,20.0,0.48473573
21.0,21.0,0.012225252
22.0,22.0,3.0490835E-5
23.0,23.0,0.001080909
24.0,24.0,0.96488357
25.0,25.0,3.3968581E-6
26.0,26.0,0.46747616
27.0,27.0,0.5547201
28.0,28.0,1.110838E-5
29.0,29.0,0.21276845
30.0,30.0,0.038014565
31.0,31.0,2.7929965E-4
32.0,32.0,0.53541416
33.0,33.0,7.258791E-5
34.0,34.0,0.40560618
35.0,35.0,0.022153364
36.0,36.0,0.002685301
37.0,37.0,6.1697116E-5
38.0,38.0,0.08069184
39.0,39.0,0.0010550349
40.0,40.0,0.97124755
41.0,41.0,0.00550682
42.0,42.0,0.7656382
43.0,43.0,0.08225004
44.0,44.0,0.54606825
45.0,45.0,0.015223888
46.0,46.0,0.039209314
47.0,47.0,0.10098498
48.0,48.0,1.0631618E-5
49.0,49.0,1.1339519E-6
50.0,50.0,0.8774082
51.0,51.0,0.03637922
52.0,52.0,0.79861116
53.0,53.0,3.891978E-6
54.0,54.0,0.0044824216
55.0,55.0,0.013154578
56.0,56.0,0.37157163
57.0,57.0,0.11050759
58.0,58.0,3.8077902E-5
59.0,59.0,0.02494656
60.0,60.0,0.013898824
61.0,61.0,0.019067625
62.0,62.0,0.11503564
63.0,63.0,0.0022753235
64.0,64.0,0.45067403
65.0,65.0,0.00280765
66.0,66.0,0.24298891
67.0,67.0,0.8277605
68.0,68.0,0.5357841
69.0,69.0,0.05305074
70.0,70.0,0.020458924
71.0,71.0,0.52131194
72.0,72.0,0.01951145
73.0,73.0,0.3563445
74.0,74.0,0.08467355
75.0,75.0,4.2128062E-4
76.0,76.0,1.495329E-5
77.0,77.0,0.8246681
78.0,78.0,0.20303059
79.0,79.0,0.86712724
80.0,80.0,0.0031670283
81.0,81.0,0.8284019
82.0,82.0,0.08407059
83.0,83.0,0.026646193
84.0,84.0,1.550561E-4
85.0,85.0,0.33258212
86.0,86.0,0.07768811
87.0,87.0,0.7460834
88.0,88.0,0.6592373
89.0,89.0,1.8761569E-4
90.0,90.0,0.058001637
91.0,91.0,0.005333788
92.0,92.0,0.03323177
93.0,93.0,0.0021338474
94.0,94.0,0.9537824
95.0,95.0,0.01687999
96.0,96.0,0.0060071344
97.0,97.0,0.1603907
98.0,98.0,0.5562273
99.0,99.0,0.0037382299
100.0,100.0,0.0014595933
101.0,101.0,0.27456406
102.0,102.0,0.880911
103.0,103.0,0.4109151
104.0,104.0,3.1105438E-4
105.0,105.0,2.7911463E-7
106.0,106.0,1.8546876E-4
107.0,107.0,0.10755926
108.0,108.0,0.12655374
109.0,109.0,6.754827E-5
110.0,110.0,2.0990658E-4
111.0,111.0,0.64527303
112.0,112.0,0.005361981
113.0,113.0,0.009836792
114.0,114.0,0.26015857
115.0,115.0,0.6723019
116.0,116.0,1.1516982E-7
117.0,117.0,0.0060660657
118.0,118.0,0.0017458311
119.0,119.0,6.050961E-5
120.0,120.0,0.030265367
121.0,121.0,0.0064417142
122.0,122.0,0.030293325
123.0,123.0,1.6860297E-4
124.0,124.0,0.19679189
125.0,125.0,0.005397993
126.0,126.0,0.008305384
127.0,127.0,0.0017585338
128.0,128.0,0.20306337
129.0,129.0,7.886307E-5
130.0,130.0,0.00537916
131.0,131.0,0.71798056
132.0,132.0,0.0041624964
133.0,133.0,0.00404628
134.0,134.0,0.8961873
135.0,135.0,2.3790494E-4
136.0,136.0,0.55384
137.0,137.0,0.064289756
138.0,138.0,0.27692804
139.0,139.0,0.8152551
140.0,140.0,0.014193038
141.0,141.0,0.0025569866
142.0,142.0,0.035984416
143.0,143.0,0.016611176
144.0,144.0,0.77074945
145.0,145.0,0.0034727945
146.0,146.0,0.3696335
147.0,147.0,0.14298129
148.0,148.0,2.2867407E-5
149.0,149.0,0.027321033
150.0,150.0,0.0041424865
151.0,151.0,0.0012071638
152.0,152.0,0.23573293
153.0,153.0,0.038665704
154.0,154.0,0.03143424
155.0,155.0,1.5455475E-5
156.0,156.0,0.0058212904
157.0,157.0,0.021203075
158.0,158.0,0.001400813
159.0,159.0,0.16167507
160.0,160.0,0.001829414
161.0,161.0,0.12477781
162.0,162.0,9.156485E-4
163.0,163.0,4.035157E-4
164.0,164.0,0.032921966
165.0,165.0,3.4901183E-5
166.0,166.0,0.17234966
167.0,167.0,0.025320627
168.0,168.0,0.18246566
169.0,169.0,0.34266067
170.0,170.0,0.12710801
171.0,171.0,6.0512444E-5
172.0,172.0,1.3921085E-7
173.0,173.0,0.02389059
174.0,174.0,0.07764125
175.0,175.0,0.0043160543
176.0,176.0,1.2998642E-4
177.0,177.0,0.22577478
178.0,178.0,0.09197048
179.0,179.0,0.1808638
180.0,180.0,1.5963253E-4
181.0,181.0,0.2741704
182.0,182.0,0.15979347
183.0,183.0,0.8252449
184.0,184.0,6.9439375E-6
185.0,185.0,0.9679206
186.0,186.0,0.04742521
187.0,187.0,0.003697062
188.0,188.0,0.6956835
189.0,189.0,0.006941132
190.0,190.0,0.66236407
191.0,191.0,0.07293336
192.0,192.0,0.0020131066
193.0,193.0,0.0024049692
194.0,194.0,0.23152481
195.0,195.0,0.006010286
196.0,196.0,4.801486E-4
197.0,197.0,1.99035E-5
198.0,198.0,0.011243034
199.0,199.0,8.807514E-5
200.0,200.0,0.03230014
201.0,201.0,6.013947E-4
202.0,202.0,0.045077313
203.0,203.0,6.4606697E-4
204.0,204.0,0.65066415
205.0,205.0,0.22977819
206.0,206.0,0.014238358
207.0,207.0,0.6127399
208.0,208.0,0.017679842
209.0,209.0,0.12006988
210.0,210.0,0.84705204
211.0,211.0,6.1465353E-6
212.0,212.0,0.96305835
213.0,213.0,6.954938E-6
214.0,214.0,0.0051992573
215.0,215.0,0.021435801
216.0,216.0,0.27212065
217.0,217.0,0.17180592
218.0,218.0,9.720353E-6
219.0,219.0,0.18260655
220.0,220.0,0.2429837
221.0,221.0,0.56633234
222.0,222.0,0.039648373
223.0,223.0,0.4931992
224.0,224.0,0.08943864
225.0,225.0,0.0034609595
226.0,226.0,0.0040876362
227.0,227.0,3.0642803E-4
228.0,228.0,0.0019234782
229.0,229.0,0.031457625
230.0,230.0,0.550948
231.0,231.0,0.015163936
232.0,232.0,0.009210389
233.0,233.0,0.0040321783
234.0,234.0,0.9035954
235.0,235.0,0.022851774
236.0,236.0,0.8805778
237.0,237.0,0.02308351
