Species,#Training samples,Regularized training gain,Unregularized training gain,Iterations,Training AUC,#Test samples,Test gain,Test AUC,AUC Standard Deviation,#Background points,ppt11 contribution,tdmean11 contribution,tmean11 contribution,vpdmin11 contribution,ppt11 permutation importance,tdmean11 permutation importance,tmean11 permutation importance,vpdmin11 permutation importance,Training gain without ppt11,Training gain without tdmean11,Training gain without tmean11,Training gain without vpdmin11,Training gain with only ppt11,Training gain with only tdmean11,Training gain with only tmean11,Training gain with only vpdmin11,Test gain without ppt11,Test gain without tdmean11,Test gain without tmean11,Test gain without vpdmin11,Test gain with only ppt11,Test gain with only tdmean11,Test gain with only tmean11,Test gain with only vpdmin11,AUC without ppt11,AUC without tdmean11,AUC without tmean11,AUC without vpdmin11,AUC with only ppt11,AUC with only tdmean11,AUC with only tmean11,AUC with only vpdmin11,Entropy,Prevalence (average probability of presence over background sites),Fixed cumulative value 1 cumulative threshold,Fixed cumulative value 1 Cloglog threshold,Fixed cumulative value 1 area,Fixed cumulative value 1 training omission,Fixed cumulative value 1 test omission,Fixed cumulative value 1 binomial probability,Fixed cumulative value 5 cumulative threshold,Fixed cumulative value 5 Cloglog threshold,Fixed cumulative value 5 area,Fixed cumulative value 5 training omission,Fixed cumulative value 5 test omission,Fixed cumulative value 5 binomial probability,Fixed cumulative value 10 cumulative threshold,Fixed cumulative value 10 Cloglog threshold,Fixed cumulative value 10 area,Fixed cumulative value 10 training omission,Fixed cumulative value 10 test omission,Fixed cumulative value 10 binomial probability,Minimum training presence cumulative threshold,Minimum training presence Cloglog threshold,Minimum training presence area,Minimum training presence training omission,Minimum training presence test omission,Minimum training presence binomial probability,10 percentile training presence cumulative threshold,10 percentile training presence Cloglog threshold,10 percentile training presence area,10 percentile training presence training omission,10 percentile training presence test omission,10 percentile training presence binomial probability,Equal training sensitivity and specificity cumulative threshold,Equal training sensitivity and specificity Cloglog threshold,Equal training sensitivity and specificity area,Equal training sensitivity and specificity training omission,Equal training sensitivity and specificity test omission,Equal training sensitivity and specificity binomial probability,Maximum training sensitivity plus specificity cumulative threshold,Maximum training sensitivity plus specificity Cloglog threshold,Maximum training sensitivity plus specificity area,Maximum training sensitivity plus specificity training omission,Maximum training sensitivity plus specificity test omission,Maximum training sensitivity plus specificity binomial probability,Equal test sensitivity and specificity cumulative threshold,Equal test sensitivity and specificity Cloglog threshold,Equal test sensitivity and specificity area,Equal test sensitivity and specificity training omission,Equal test sensitivity and specificity test omission,Equal test sensitivity and specificity binomial probability,Maximum test sensitivity plus specificity cumulative threshold,Maximum test sensitivity plus specificity Cloglog threshold,Maximum test sensitivity plus specificity area,Maximum test sensitivity plus specificity training omission,Maximum test sensitivity plus specificity test omission,Maximum test sensitivity plus specificity binomial probability,"Balance training omission, predicted area and threshold value cumulative threshold","Balance training omission, predicted area and threshold value Cloglog threshold","Balance training omission, predicted area and threshold value area","Balance training omission, predicted area and threshold value training omission","Balance training omission, predicted area and threshold value test omission","Balance training omission, predicted area and threshold value binomial probability",Equate entropy of thresholded and original distributions cumulative threshold,Equate entropy of thresholded and original distributions Cloglog threshold,Equate entropy of thresholded and original distributions area,Equate entropy of thresholded and original distributions training omission,Equate entropy of thresholded and original distributions test omission,Equate entropy of thresholded and original distributions binomial probability
species_0,5,1.2106,1.5050,80,0.9256,1,1.7333,0.9554,-1.0000,10005,17.9822,0.0000,22.3311,59.6867,1.4822,0.0000,0.0000,98.5178,1.1981,1.2106,1.1590,0.9287,0.6094,0.0000,0.5897,1.1402,1.7553,1.7333,1.6494,1.3493,0.6287,0.0000,0.8788,1.6637,0.9567,0.9554,0.9564,0.9174,0.8965,0.5000,0.8770,0.9570,8.0003,0.1755,1.0000,0.0299,0.4952,0.0000,0.0000,4.952E-1,5.0000,0.1319,0.3327,0.0000,0.0000,3.327E-1,10.0000,0.2284,0.2572,0.0000,0.0000,2.572E-1,20.8726,0.4395,0.1735,0.0000,0.0000,1.735E-1,20.8726,0.4395,0.1735,0.0000,0.0000,1.735E-1,20.8726,0.4395,0.1735,0.2000,0.0000,1.735E-1,20.8726,0.4395,0.1735,0.0000,0.0000,1.735E-1,66.2202,0.8149,0.0446,0.6000,0.0000,4.458E-2,66.2202,0.8149,0.0446,0.6000,0.0000,4.458E-2,4.1217,0.1123,0.3528,0.0000,0.0000,3.528E-1,6.9231,0.1728,0.2980,0.0000,0.0000,2.98E-1
species_1,5,1.2635,1.5781,80,0.9321,1,1.4653,0.9224,-1.0000,10005,6.2141,0.0000,20.5235,73.2624,0.4298,0.0000,0.0000,99.5702,1.2600,1.2635,1.2103,0.9344,0.5753,0.0000,0.6096,1.2020,1.4442,1.4653,1.3999,1.3247,0.7847,0.0000,0.7446,1.3615,0.9179,0.9224,0.9256,0.9012,0.9151,0.5000,0.8469,0.9219,7.9473,0.1664,1.0000,0.0309,0.4668,0.0000,0.0000,4.668E-1,5.0000,0.1348,0.3177,0.0000,0.0000,3.177E-1,10.0000,0.2251,0.2453,0.0000,0.0000,2.453E-1,19.4787,0.4090,0.1722,0.0000,0.0000,1.722E-1,19.4787,0.4090,0.1722,0.0000,0.0000,1.722E-1,19.4973,0.4090,0.1722,0.2000,0.0000,1.722E-1,19.4787,0.4090,0.1722,0.0000,0.0000,1.722E-1,48.0218,0.7058,0.0776,0.4000,0.0000,7.756E-2,48.0218,0.7058,0.0776,0.4000,0.0000,7.756E-2,3.8211,0.1069,0.3436,0.0000,0.0000,3.436E-1,7.0829,0.1744,0.2826,0.0000,0.0000,2.826E-1
species_2,5,1.1837,1.4332,80,0.9167,1,1.9814,0.9841,-1.0000,10005,7.0385,0.0000,29.1661,63.7954,0.6825,0.0000,0.0000,99.3175,1.1792,1.1837,1.1127,0.9422,0.5392,0.0000,0.6494,1.0982,1.9576,1.9814,2.0311,1.3925,1.0598,0.0000,0.5758,2.0127,0.9809,0.9841,0.9852,0.9200,0.9407,0.5000,0.8006,0.9874,8.0271,0.1803,1.0000,0.0300,0.5090,0.0000,0.0000,5.09E-1,5.0000,0.1291,0.3389,0.0000,0.0000,3.389E-1,10.0000,0.2358,0.2611,0.0000,0.0000,2.611E-1,23.0593,0.4747,0.1658,0.0000,0.0000,1.658E-1,23.0593,0.4747,0.1658,0.0000,0.0000,1.658E-1,23.0803,0.4751,0.1658,0.2000,0.0000,1.658E-1,23.0593,0.4747,0.1658,0.0000,0.0000,1.658E-1,86.1435,0.8914,0.0159,1.0000,0.0000,1.589E-2,86.1435,0.8914,0.0159,1.0000,0.0000,1.589E-2,4.3627,0.1153,0.3539,0.0000,0.0000,3.539E-1,6.7075,0.1685,0.3060,0.0000,0.0000,3.06E-1
species_3,5,1.7122,2.0272,140,0.9609,1,-0.0588,0.8119,-1.0000,10005,20.8755,0.8849,8.1592,70.0805,0.0000,10.4671,9.1261,80.4068,1.7122,1.6825,1.6557,1.3461,0.7946,0.0080,0.5852,1.6404,-0.0586,0.0420,-0.0693,0.3373,0.0911,-0.0580,1.0109,-0.1176,0.8119,0.8138,0.7968,0.8115,0.7809,0.3264,0.9034,0.7883,7.4985,0.1059,1.0000,0.0284,0.3250,0.0000,0.0000,3.25E-1,5.0000,0.1121,0.2111,0.0000,0.0000,2.111E-1,10.0000,0.2331,0.1608,0.0000,1.0000,1E0,36.0017,0.5706,0.0702,0.0000,1.0000,1E0,36.0017,0.5706,0.0702,0.0000,1.0000,1E0,36.0017,0.5706,0.0702,0.0000,1.0000,1E0,36.0017,0.5706,0.0702,0.0000,1.0000,1E0,6.7925,0.1565,0.1881,0.0000,0.0000,1.881E-1,6.7925,0.1565,0.1881,0.0000,0.0000,1.881E-1,3.0039,0.0696,0.2494,0.0000,0.0000,2.494E-1,7.5623,0.1729,0.1804,0.0000,1.0000,1E0
species_4,5,1.2784,1.5847,80,0.9319,1,1.4153,0.9103,-1.0000,10005,8.0350,0.0000,29.8372,62.1278,0.5739,0.0000,0.0000,99.4261,1.2734,1.2784,1.2022,1.0151,0.5724,0.0000,0.6943,1.1881,1.3969,1.4153,1.4395,1.1246,0.8000,0.0000,0.4331,1.4230,0.9092,0.9103,0.9292,0.8608,0.9166,0.5000,0.7538,0.9287,7.9325,0.1639,1.0000,0.0289,0.4657,0.0000,0.0000,4.657E-1,5.0000,0.1284,0.3093,0.0000,0.0000,3.093E-1,10.0000,0.2289,0.2375,0.0000,0.0000,2.375E-1,19.7470,0.4231,0.1666,0.0000,0.0000,1.666E-1,19.7470,0.4231,0.1666,0.0000,0.0000,1.666E-1,19.7667,0.4234,0.1666,0.2000,0.0000,1.666E-1,19.7470,0.4231,0.1666,0.0000,0.0000,1.666E-1,42.6030,0.6823,0.0897,0.2000,0.0000,8.966E-2,42.6030,0.6823,0.0897,0.2000,0.0000,8.966E-2,4.0483,0.1052,0.3308,0.0000,0.0000,3.308E-1,6.7756,0.1670,0.2785,0.0000,0.0000,2.785E-1
species_5,5,1.1912,1.4626,80,0.9203,1,1.8674,0.9706,-1.0000,10005,6.6459,0.0000,27.7913,65.5628,1.0330,0.0000,0.0000,98.9670,1.1869,1.1912,1.1255,0.9292,0.5441,0.0000,0.6351,1.1123,1.8431,1.8674,1.8796,1.4009,0.9979,0.0000,0.6299,1.8552,0.9669,0.9706,0.9748,0.9229,0.9351,0.5000,0.8163,0.9750,8.0196,0.1790,1.0000,0.0300,0.5034,0.0000,0.0000,5.034E-1,5.0000,0.1306,0.3371,0.0000,0.0000,3.371E-1,10.0000,0.2323,0.2603,0.0000,0.0000,2.603E-1,22.5425,0.4653,0.1675,0.0000,0.0000,1.675E-1,22.5425,0.4653,0.1675,0.0000,0.0000,1.675E-1,22.5425,0.4653,0.1675,0.2000,0.0000,1.675E-1,22.5425,0.4653,0.1675,0.0000,0.0000,1.675E-1,76.6000,0.8600,0.0294,0.8000,0.0000,2.939E-2,76.6000,0.8600,0.0294,0.8000,0.0000,2.939E-2,4.2602,0.1144,0.3543,0.0000,0.0000,3.543E-1,6.7805,0.1714,0.3038,0.0000,0.0000,3.038E-1
species (average),5.0000,1.3066,1.5985,90.0000,0.9313,1.0000,1.4006,0.9258,-1.0000,10005.0000,11.1319,0.1475,22.9681,65.7526,0.7002,1.7445,1.5210,96.0342,1.3016,1.3017,1.2442,1.0159,0.6058,0.0013,0.6272,1.2302,1.3898,1.4174,1.3884,1.1549,0.7270,-0.0097,0.7122,1.3664,0.9239,0.9261,0.9280,0.8890,0.8975,0.4711,0.8330,0.9264,7.9042,0.1618,1.0000,0.0297,0.4609,0.0000,0.0000,0.4609,5.0000,0.1278,0.3078,0.0000,0.0000,0.3078,10.0000,0.2306,0.2370,0.0000,0.1667,0.3769,23.6170,0.4637,0.1526,0.0000,0.1667,0.3076,23.6170,0.4637,0.1526,0.0000,0.1667,0.3076,23.6269,0.4638,0.1526,0.1667,0.1667,0.3076,23.6170,0.4637,0.1526,0.0000,0.1667,0.3076,54.3968,0.6852,0.0742,0.5000,0.0000,0.0742,54.3968,0.6852,0.0742,0.5000,0.0000,0.0742,3.9363,0.1039,0.3308,0.0000,0.0000,0.3308,6.9720,0.1712,0.2749,0.0000,0.1667,0.4115
