x,y,species cloglog values
1.0,1.0,0.28766605
2.0,2.0,0.5708806
3.0,3.0,0.023789065
4.0,4.0,0.25046447
5.0,5.0,0.05057543
6.0,6.0,0.1725875
7.0,7.0,0.017871728
8.0,8.0,0.43526304
9.0,9.0,0.07509042
10.0,10.0,0.12927401
11.0,11.0,0.29949224
12.0,12.0,0.0125546
13.0,13.0,0.9914352
14.0,14.0,0.0057436004
15.0,15.0,0.004697428
16.0,16.0,0.004327337
17.0,17.0,0.08318776
18.0,18.0,0.016934585
19.0,19.0,0.25398058
20.0,20.0,0.007607767
21.0,21.0,0.4043447
22.0,22.0,0.40015125
23.0,23.0,0.0034137154
24.0,24.0,0.34685186
25.0,25.0,0.037253436
26.0,26.0,0.3733005
27.0,27.0,0.0026413512
28.0,28.0,0.16424513
29.0,29.0,6.9303735E-4
30.0,30.0,0.0044174264
31.0,31.0,0.029934706
32.0,32.0,0.7496976
33.0,33.0,0.07293879
34.0,34.0,0.64989525
35.0,35.0,8.9214894E-4
36.0,36.0,0.3781727
37.0,37.0,0.030361135
38.0,38.0,0.3146733
39.0,39.0,0.0018507146
40.0,40.0,0.017846797
41.0,41.0,0.055358328
42.0,42.0,0.45837802
43.0,43.0,0.011233617
44.0,44.0,0.27758837
45.0,45.0,0.44860262
46.0,46.0,0.07835897
47.0,47.0,0.40618563
48.0,48.0,0.32159588
49.0,49.0,0.01202615
50.0,50.0,0.010213696
51.0,51.0,0.7347194
52.0,52.0,0.004033881
53.0,53.0,0.08023562
54.0,54.0,0.3408648
55.0,55.0,0.46216694
56.0,56.0,0.7632989
57.0,57.0,0.06297716
58.0,58.0,0.63396794
59.0,59.0,0.007118724
60.0,60.0,0.25981283
61.0,61.0,0.8879454
62.0,62.0,0.61843747
63.0,63.0,0.024422403
64.0,64.0,0.0017998365
65.0,65.0,0.0035525458
66.0,66.0,0.5672863
67.0,67.0,0.6427141
68.0,68.0,0.3416438
69.0,69.0,0.35392934
70.0,70.0,0.013852558
71.0,71.0,0.010611967
72.0,72.0,0.19147485
73.0,73.0,0.00330712
74.0,74.0,0.26115257
75.0,75.0,0.6771067
76.0,76.0,0.056804508
77.0,77.0,0.18881638
