x,y,species cloglog values
1.0,1.0,0.5284111
2.0,2.0,0.3259609
3.0,3.0,0.31752306
4.0,4.0,0.028846977
5.0,5.0,0.0580908
6.0,6.0,0.37012178
7.0,7.0,0.27032623
8.0,8.0,0.57085484
9.0,9.0,0.036608562
10.0,10.0,0.12909928
11.0,11.0,0.55744594
12.0,12.0,0.4719339
13.0,13.0,0.08266279
14.0,14.0,0.5530223
15.0,15.0,0.5746429
16.0,16.0,0.74652684
17.0,17.0,0.76869357
18.0,18.0,0.16377339
19.0,19.0,0.894205
20.0,20.0,0.5586531
21.0,21.0,0.5579907
22.0,22.0,0.52096915
23.0,23.0,0.29515848
24.0,24.0,0.18694463
25.0,25.0,0.025134338
26.0,26.0,0.59311825
27.0,27.0,0.8040883
28.0,28.0,0.031432983
29.0,29.0,0.12543055
30.0,30.0,0.72378224
31.0,31.0,0.14854974
32.0,32.0,0.018860646
33.0,33.0,0.03124557
34.0,34.0,0.4366817
35.0,35.0,0.76418453
36.0,36.0,0.8427016
37.0,37.0,0.58480394
38.0,38.0,0.08445231
39.0,39.0,0.62775147
40.0,40.0,0.78180695
41.0,41.0,0.846018
42.0,42.0,0.48337823
43.0,43.0,0.010634958
44.0,44.0,0.52319646
45.0,45.0,0.100610174
46.0,46.0,0.64492774
47.0,47.0,0.76981175
48.0,48.0,0.5686592
49.0,49.0,0.06912167
50.0,50.0,0.34342065
51.0,51.0,0.07685536
52.0,52.0,0.041429747
53.0,53.0,0.5164607
54.0,54.0,0.0486753
55.0,55.0,0.3469804
56.0,56.0,0.04901863
57.0,57.0,0.20565668
58.0,58.0,0.25720003
59.0,59.0,0.049998675
60.0,60.0,0.0121075455
61.0,61.0,0.424834
62.0,62.0,0.24599992
63.0,63.0,0.6297088
64.0,64.0,0.7066797
65.0,65.0,0.7113047
66.0,66.0,0.13629855
67.0,67.0,0.58300656
68.0,68.0,0.19621158
69.0,69.0,0.2179652
70.0,70.0,0.7477903
71.0,71.0,0.61163515
72.0,72.0,0.8089318
73.0,73.0,0.43231684
74.0,74.0,0.047386367
75.0,75.0,0.23945096
76.0,76.0,0.12134428
77.0,77.0,0.13962695
78.0,78.0,0.4351137
79.0,79.0,0.0286735
80.0,80.0,0.2547363
81.0,81.0,0.8672736
82.0,82.0,0.29888302
83.0,83.0,0.87643635
84.0,84.0,0.75161093
85.0,85.0,0.14228028
86.0,86.0,0.7800604
87.0,87.0,0.89325106
88.0,88.0,0.031103196
89.0,89.0,0.1093862
90.0,90.0,0.2820199
91.0,91.0,0.6964395
92.0,92.0,0.16543142
93.0,93.0,0.5918082
94.0,94.0,0.4252316
95.0,95.0,0.6103393
96.0,96.0,0.05945072
97.0,97.0,0.013071278
98.0,98.0,0.8218883
99.0,99.0,0.08676661
100.0,100.0,0.5206012
101.0,101.0,0.29632932
102.0,102.0,0.6184954
103.0,103.0,0.051480554
104.0,104.0,0.75664574
105.0,105.0,0.5454624
106.0,106.0,0.7538948
107.0,107.0,0.4789253
108.0,108.0,0.58381784
109.0,109.0,0.7807293
110.0,110.0,0.060455434
111.0,111.0,0.011798877
112.0,112.0,0.12558256
113.0,113.0,0.19038501
114.0,114.0,0.5554365
115.0,115.0,0.12379982
116.0,116.0,0.86603826
117.0,117.0,0.72116846
118.0,118.0,0.85156804
119.0,119.0,0.565812
120.0,120.0,0.19670069
121.0,121.0,0.6788819
122.0,122.0,0.14448848
123.0,123.0,0.05789384
124.0,124.0,0.04413815
125.0,125.0,0.6061727
126.0,126.0,0.10782876
127.0,127.0,0.09846429
128.0,128.0,0.032016676
129.0,129.0,0.8662155
130.0,130.0,0.869924
131.0,131.0,0.04418015
132.0,132.0,0.05676299
133.0,133.0,0.024313824
134.0,134.0,0.39174068
135.0,135.0,0.5534329
136.0,136.0,0.046710566
137.0,137.0,0.606446
138.0,138.0,0.38154083
139.0,139.0,0.016861238
140.0,140.0,0.11037852
141.0,141.0,0.59512055
142.0,142.0,0.66783255
143.0,143.0,0.015100096
144.0,144.0,0.6197126
145.0,145.0,0.774503
146.0,146.0,0.79117376
147.0,147.0,0.6509195
148.0,148.0,0.22880548
149.0,149.0,0.4108084
150.0,150.0,0.20323242
151.0,151.0,0.034334503
152.0,152.0,0.536844
153.0,153.0,0.04852624
154.0,154.0,0.041201424
155.0,155.0,0.54557145
156.0,156.0,0.025412928
157.0,157.0,0.4812354
158.0,158.0,0.54788303
159.0,159.0,0.16551508
160.0,160.0,0.82000947
161.0,161.0,0.059599474
162.0,162.0,0.051993296
163.0,163.0,0.032671224
164.0,164.0,0.7442719
165.0,165.0,0.018360542
