x,y,species min
1.0,1.0,0.21909308
2.0,2.0,0.43028548
3.0,3.0,0.61628133
4.0,4.0,0.050797917
5.0,5.0,0.45456058
6.0,6.0,0.016964475
7.0,7.0,0.06497782
8.0,8.0,0.03660237
9.0,9.0,0.2005567
10.0,10.0,0.48955077
11.0,11.0,0.64007676
12.0,12.0,0.05844628
13.0,13.0,0.0413488
14.0,14.0,0.590389
15.0,15.0,0.05038455
16.0,16.0,0.048602134
17.0,17.0,0.5746564
18.0,18.0,0.3905931
19.0,19.0,0.77671
20.0,20.0,0.83000386
21.0,21.0,0.009312287
22.0,22.0,0.15567341
23.0,23.0,0.37009153
24.0,24.0,0.02206089
25.0,25.0,0.21489386
26.0,26.0,0.29311845
27.0,27.0,0.036017023
28.0,28.0,0.007915531
29.0,29.0,0.75002545
30.0,30.0,0.54002666
31.0,31.0,0.04257717
32.0,32.0,0.5766586
33.0,33.0,0.041723344
34.0,34.0,0.015218667
35.0,35.0,0.43418014
36.0,36.0,0.036746666
37.0,37.0,0.0047864974
38.0,38.0,0.50348395
39.0,39.0,0.6986642
40.0,40.0,0.42499784
41.0,41.0,0.307121
42.0,42.0,0.32167566
43.0,43.0,0.45993847
44.0,44.0,0.34876156
45.0,45.0,0.052363217
46.0,46.0,0.020428486
47.0,47.0,0.5329059
48.0,48.0,0.43500215
49.0,49.0,0.5648225
50.0,50.0,0.21340191
51.0,51.0,0.7644511
52.0,52.0,0.30863282
53.0,53.0,0.56008244
54.0,54.0,0.56511855
55.0,55.0,0.050362665
56.0,56.0,0.040896025
57.0,57.0,0.39138097
58.0,58.0,0.04777405
59.0,59.0,0.04416505
60.0,60.0,0.6437264
61.0,61.0,0.75855035
62.0,62.0,0.18846607
63.0,63.0,0.5064923
64.0,64.0,0.46119452
65.0,65.0,0.5115127
66.0,66.0,0.17056535
67.0,67.0,0.5154738
68.0,68.0,0.5130665
69.0,69.0,0.06321954
70.0,70.0,0.45074132
71.0,71.0,0.4994616
72.0,72.0,0.008918352
73.0,73.0,0.7093526
74.0,74.0,0.06777168
75.0,75.0,0.011268518
76.0,76.0,0.5442207
77.0,77.0,0.03581692
78.0,78.0,0.46880537
79.0,79.0,0.43366718
80.0,80.0,0.0019052757
81.0,81.0,0.011587649
82.0,82.0,0.17211215
83.0,83.0,0.018443344
84.0,84.0,0.51160675
85.0,85.0,0.018252376
86.0,86.0,0.57618487
87.0,87.0,0.027621936
88.0,88.0,0.63707
89.0,89.0,0.5503188
90.0,90.0,0.10759836
91.0,91.0,0.0052558496
92.0,92.0,0.43772724
93.0,93.0,0.43496683
94.0,94.0,0.5928051
95.0,95.0,0.7176952
96.0,96.0,0.37273642
97.0,97.0,0.3389887
98.0,98.0,0.011228762
99.0,99.0,0.13163513
100.0,100.0,0.5661741
101.0,101.0,0.013117658
102.0,102.0,0.016862232
103.0,103.0,0.08711762
104.0,104.0,0.4701374
105.0,105.0,0.4714231
106.0,106.0,0.2616351
107.0,107.0,0.45021313
108.0,108.0,0.4947183
109.0,109.0,0.46364358
110.0,110.0,0.68160295
111.0,111.0,0.009573146
112.0,112.0,0.15143688
113.0,113.0,0.027815448
114.0,114.0,0.32272345
115.0,115.0,0.7632561
116.0,116.0,0.5263683
117.0,117.0,0.095685445
118.0,118.0,0.34083697
119.0,119.0,0.39870116
120.0,120.0,0.013306263
121.0,121.0,0.33369088
122.0,122.0,0.059407532
123.0,123.0,0.42662415
124.0,124.0,0.39920095
125.0,125.0,0.016127631
126.0,126.0,0.016735945
127.0,127.0,0.14361054
128.0,128.0,0.7271961
129.0,129.0,0.011479907
130.0,130.0,0.027748965
131.0,131.0,0.5527099
132.0,132.0,0.026689772
133.0,133.0,0.5558109
134.0,134.0,0.54804647
135.0,135.0,0.5653205
136.0,136.0,0.010356004
137.0,137.0,0.80617565
138.0,138.0,0.19039764
139.0,139.0,0.09417717
140.0,140.0,0.45591497
141.0,141.0,0.35508093
142.0,142.0,0.019125668
143.0,143.0,0.81211615
144.0,144.0,0.8051845
145.0,145.0,0.0069221873
146.0,146.0,0.10560067
147.0,147.0,0.25857508
148.0,148.0,0.004848534
149.0,149.0,0.38879544
150.0,150.0,0.12221974
151.0,151.0,0.03783467
152.0,152.0,0.48392844
153.0,153.0,0.008461722
154.0,154.0,0.5272204
155.0,155.0,0.003642009
156.0,156.0,0.5877596
157.0,157.0,0.7755679
158.0,158.0,0.013282364
159.0,159.0,0.47987512
160.0,160.0,0.62916046
161.0,161.0,0.008049589
162.0,162.0,0.2129234
163.0,163.0,0.009763448
164.0,164.0,0.020580102
165.0,165.0,0.7714916
166.0,166.0,0.81672245
167.0,167.0,0.662126
168.0,168.0,0.0068371054
169.0,169.0,0.5867077
170.0,170.0,0.5615183
171.0,171.0,0.42118397
172.0,172.0,0.4646716
173.0,173.0,0.21246214
174.0,174.0,0.22781189
175.0,175.0,0.38739336
176.0,176.0,0.3168059
177.0,177.0,0.01817099
178.0,178.0,0.6243808
179.0,179.0,0.07295432
180.0,180.0,0.3893697
181.0,181.0,0.06369973
182.0,182.0,0.64264077
183.0,183.0,0.48061892
184.0,184.0,0.10739855
185.0,185.0,0.4216443
186.0,186.0,0.35218835
187.0,187.0,0.034184787
188.0,188.0,0.41073018
189.0,189.0,0.0051948107
190.0,190.0,0.38011608
191.0,191.0,0.4680603
192.0,192.0,0.03248118
193.0,193.0,0.5519385
194.0,194.0,0.0028832832
195.0,195.0,0.75832224
196.0,196.0,0.17229903
197.0,197.0,0.6235553
198.0,198.0,0.0058742347
199.0,199.0,0.7833263
200.0,200.0,0.25767332
201.0,201.0,0.50208324
202.0,202.0,0.57258785
203.0,203.0,0.4256657
204.0,204.0,0.0030385999
205.0,205.0,0.37564445
206.0,206.0,0.05692342
207.0,207.0,0.020903738
208.0,208.0,0.011325479
209.0,209.0,0.5025733
210.0,210.0,0.56612104
211.0,211.0,0.004488027
212.0,212.0,0.048674084
213.0,213.0,0.59930336
214.0,214.0,0.08434992
215.0,215.0,0.5161396
216.0,216.0,0.0070674815
217.0,217.0,0.111954
218.0,218.0,0.017398685
219.0,219.0,0.7560275
220.0,220.0,0.064466804
221.0,221.0,0.034412134
222.0,222.0,0.37970173
223.0,223.0,0.09310179
224.0,224.0,0.58274907
225.0,225.0,0.034352023
226.0,226.0,0.47463214
